id,period_x,duration,depth,period_y,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC
1026032,730349.3373611654,17280.0,0.0035193722008107,8.4604378,2.3e-05,54966.773813,0.030112,0.15,69.3036,9.8547,14.813,5715.0,False
1026957,1127302.19445964,28512.0,0.0016874949941911,21.7613058,8.81e-05,54956.017106,0.011314,0.01,69.3933,9.7104,12.559,4845.0,True
1161345,370706.16202258045,4320.0,0.0008693979287935,4.2874555,8.6e-06,55005.028983,0.023798,0.24,69.4057,9.9008,11.631,5836.0,True
1295531,72815.18666950992,28512.0,0.0079799723572021,1.6864407,2.2e-06,54999.678806,0.088682,0.97,-1.0,-1.0,-1.0,-1.0,False
1571511,31406.444847657254,28512.0,4.796141036363742e-05,14.022451,4.72e-05,54954.504752,0.065876,0.17,69.7133,10.0985,13.424,5804.0,False
1572353,39557.4007544296,4320.0,0.0478963462671451,0.2289313,1e-07,54964.674573,0.013123,0.91,69.7485,9.9451,15.234,4470.0,False
1573836,102536.6522456263,28512.0,0.000168171597805,3.5570929,6.6e-06,55000.034563,-1.0,-1.0,69.8769,9.7288,13.124,6283.0,False
1722276,30420.265997858452,28512.0,7.878957972038528e-05,569.95,0.0073539,55081.9237,0.035212,0.0,70.0025,9.618,14.645,5370.0,False
1868650,28628.33373494106,28512.0,0.0001213321721913,0.5847312,5e-07,54953.769678,0.028231,1.0,70.0336,9.7738,13.453,10733.0,True
2010607,803598.1233736421,28512.0,0.0001905708463961,18.632296,7.1e-05,54974.489675,-1.0,-1.0,69.7736,10.5638,11.347,6122.0,True
2012362,33343.84689632622,28512.0,0.0118913448582381,0.3863229,3e-07,54964.744705,0.02193,0.93,69.9395,10.273,14.121,6218.0,False
2141697,42905.08685472065,21600.0,0.0284300913876306,0.3310425,2e-07,54953.836742,0.019676,0.98,68.3825,13.5725,13.399,6049.0,False
2159783,32303.42700126965,28512.0,0.1742922207489848,0.3738842,2e-07,54964.975549,0.02246,0.87,70.1658,9.9993,14.965,5643.0,False
2162283,39172.696700803026,28512.0,0.0069594482014535,0.9063779,9e-07,54954.341553,0.04968,1.0,70.362,9.6241,9.551,6683.0,True
2162994,177112.00497435956,17280.0,0.1508081749710145,4.1015955,8.1e-06,54965.631653,0.036112,0.42,70.4545,9.5227,14.162,5410.0,False
2302092,50905.39474589685,4320.0,0.1122151511622699,0.2946734,2e-07,54964.690581,0.025649,0.88,70.2621,10.1328,14.44,5245.0,False
2305277,32718.337044797194,28512.0,0.0300444572819586,0.3787718,3e-07,54964.986693,0.020035,0.98,70.4761,9.6111,15.101,5694.0,False
2305372,121219.67386691539,12960.0,0.5184441170216274,1.404692,1.7e-06,54965.954227,0.035813,0.58,70.5027,9.6071,13.821,5664.0,False
2306740,63244.70425291804,28512.0,0.0022156992382127,10.306987,3.06e-05,54966.425207,0.067457,0.27,70.6277,9.4217,13.545,5647.0,False
2306756,31463.660942105504,28512.0,2.903851584023348e-05,386.6,0.0050535,54999.342231,0.044178,0.0,70.6051,9.4067,12.394,5362.0,True
2307199,30425.047068199532,28512.0,7.828404746608431e-05,13.4471107,4.47e-05,55006.176594,0.020973,0.07,70.6055,9.317,14.0,6028.0,True
2308957,95931.16796643724,17280.0,0.2394986548653846,2.2196838,3.3e-06,54965.166461,0.048525,0.59,70.7196,9.0391,14.52,5697.0,False
2309587,158935.71679193812,28512.0,0.015236711183367,1.8385106,2.5e-06,54965.101351,0.020303,0.43,70.8243,8.9608,13.925,5560.0,False
2309719,30339.43975074733,28512.0,4.7347783200165535e-05,54.3563603,0.0003133,54997.069278,0.041307,0.02,70.7885,8.9146,12.899,5786.0,True
2435971,35218.174997463204,28512.0,0.0085651583368691,0.271828,2e-07,54964.815967,0.018215,0.94,69.9236,11.0114,14.695,-1.0,False
2437038,34694.324036232494,28512.0,0.1651940937791333,0.2676785,2e-07,54964.980693,0.049493,0.87,69.9235,10.907,15.955,5461.0,False
2437452,624396.5388304872,28512.0,0.0082321699677437,14.4699302,4.99e-05,54974.81653,0.048054,0.16,69.9493,10.8949,16.981,5398.0,True
2440757,123857.25504559468,4320.0,0.0015880586021666,1.4337707,1.8e-06,54964.685956,0.013408,0.36,70.1403,10.443,15.122,5990.0,False
2442084,31935.74168149745,28512.0,0.0001732647676005,49.7885977,0.0002837,55008.192092,0.045072,0.03,70.2828,10.2333,15.591,4005.0,False
2444187,33715.489089809285,28512.0,0.2123613057604962,0.3901594,3e-07,54964.814979,0.021043,0.76,70.4318,9.8892,14.138,6162.0,False
2444348,84746.98181275294,28512.0,0.0002674675118635,103.2069891,0.0007653,54992.47412,-1.0,-1.0,70.4143,9.8482,10.316,4546.0,False
2445134,363485.7762798731,17280.0,0.0015328597525031,8.4120089,2.28e-05,54972.647749,0.035101,0.16,70.5112,9.7361,13.551,5999.0,False
2445975,97673.87324552456,28512.0,0.0030719349183287,3.3888824,6.2e-06,54967.981114,0.018139,0.14,70.6086,9.6242,13.513,-1.0,False
2447893,57157.51203035615,4320.0,0.1256144733987886,0.66162,6e-07,54965.113742,0.014914,0.58,70.771,9.3571,14.49,5059.0,False
2450566,79441.14216623706,28512.0,0.002384583906058,1.8445871,2.5e-06,55001.553286,0.099698,0.98,70.9677,8.9128,11.72,6380.0,False
2556127,36190.711598740294,28512.0,0.0020460919529737,0.4188713,3e-07,54953.710274,0.011073,0.6,68.6932,13.6413,12.895,5920.0,True
2557430,56070.452138453744,8640.0,0.0227492713556173,1.2977364,1.5e-06,54954.461036,0.017907,0.51,68.8435,13.3388,11.471,6248.0,True
2570289,36192.60587586938,28512.0,0.0281412116308775,0.2790278,2e-07,54964.579321,0.017007,0.9,70.011,10.8936,15.33,5966.0,False
2571439,55454.93545189577,4320.0,0.0286378667960174,0.3209791,2e-07,54964.701572,0.018242,0.93,70.1227,10.7643,14.696,5046.0,False
2576107,30729.29279713771,28512.0,0.0001709991444112,205.583017,0.001923,54862.171422,0.038232,0.0,70.5282,10.0336,15.247,6118.0,False
2576692,31045.854393679572,28512.0,3.828371186095064e-05,87.8785329,0.0006381,55027.106692,0.076217,0.04,70.5049,9.916,12.744,5573.0,False
2577756,37576.48672513246,28512.0,0.0403003335739024,0.8703335,9e-07,54964.662821,0.033717,0.63,70.5983,9.7687,15.514,5630.0,False
2580872,706355.2291384428,4320.0,0.0078689980461675,15.9266276,5.71e-05,54978.551299,0.044913,0.12,70.8232,9.2907,14.88,5293.0,False
2693092,1174320.416841962,12960.0,0.0026581903638381,39.8415237,0.0002106,54961.298937,0.055086,0.05,68.6396,14.0629,12.003,5819.0,True
2694741,56460.022480478496,4320.0,0.0673789570465362,0.3266474,2e-07,54953.773721,0.019405,0.93,68.787,13.6886,12.297,5302.0,False
2695740,156170.42575864532,28512.0,0.0412966638270581,3.6158751,6.7e-06,54956.4182,0.208455,0.85,68.926,13.4738,13.24,4881.0,False
2696703,125830.62601845726,28512.0,0.0098302974525897,6.094094,1.42e-05,54997.116516,0.050387,0.06,69.0784,13.258,9.58,-1.0,False
2708156,163418.82348093568,17280.0,0.4972480263309773,1.8912721,2.6e-06,54954.335595,0.046299,0.57,70.1327,10.9292,10.672,11061.0,True
2711114,123541.15111397448,8640.0,0.0012738457235698,2.8588804,4.8e-06,54967.174931,0.016196,0.29,70.4205,10.4294,12.335,6281.0,False
2715007,38487.87351092168,28512.0,0.0075712626435929,0.2971105,2e-07,54964.782119,0.018796,0.87,70.7132,9.8126,14.73,5598.0,False
2715417,30627.20359906727,28512.0,0.0333902234756732,0.2364399,1e-07,54964.666158,0.013583,0.77,70.7256,9.7376,14.07,5189.0,False
2717141,34131.56908568466,28512.0,0.2087709504207648,0.3945715,3e-07,54953.756174,0.022583,0.78,70.8858,9.502,13.519,6140.0,True
2719873,741519.7903459875,4320.0,0.0047927023899518,17.2792902,6.39e-05,54968.273349,0.032901,0.07,71.1098,9.0799,15.16,5086.0,False
2720096,31233.343234518255,28512.0,7.544274175593762e-05,26.6746797,0.000133,55003.029283,-1.0,-1.0,71.0796,9.0213,13.047,4832.0,False
2720354,121829.84692414074,28512.0,0.0052611294120533,2.8213281,4.7e-06,54956.215382,0.035955,0.47,71.14,9.0016,13.116,6513.0,False
2831632,111197.47563787235,28512.0,0.0045323215706424,2.573172,4.1e-06,54954.72996,0.14952,0.92,68.7098,14.2772,13.198,7045.0,False
2835289,37055.04160993104,28512.0,0.0125788916264448,0.8577619,8e-07,55000.442959,0.052267,0.92,69.0466,13.4152,13.009,6228.0,True
2851100,30641.7454344281,28512.0,0.0001916945702356,0.8901084,9e-07,54965.364973,0.046455,0.46,70.5117,10.3362,15.723,4600.0,False
2851474,119647.12741457987,28512.0,0.0023929508441871,2.7682927,4.6e-06,54965.52665,0.157163,0.95,70.5708,10.2962,12.624,8354.0,False
2852560,756045.5797544357,4320.0,0.0066532420634869,11.9613082,3.76e-05,54964.912445,0.028009,0.09,70.6142,10.1265,15.308,5381.0,False
2854432,41785.83879429108,4320.0,0.0767777238384345,0.3223256,2e-07,54964.880329,0.019925,0.93,70.8313,9.8809,14.922,5103.0,False
2854752,40611.25555699305,28512.0,0.0715531067084759,0.4704329,3e-07,54964.893006,0.031989,0.79,70.7846,9.7966,13.99,7073.0,False
2856960,33528.63549992907,28512.0,0.0021955308011581,0.2585073,1e-07,54964.658506,0.00731,0.64,71.0098,9.5159,15.615,4733.0,True
2856960,33528.63549992907,28512.0,0.0021955308011581,204.2558794,0.001923,54997.652563,0.369952,0.04,71.0098,9.5159,15.615,4733.0,True
2856960,33528.63549992907,28512.0,0.0021955308011581,0.2585073,1e-07,54964.658506,0.00731,0.64,71.0098,9.5159,15.615,4733.0,True
2856960,33528.63549992907,28512.0,0.0021955308011581,204.2558794,0.001923,54997.652563,0.369952,0.04,71.0098,9.5159,15.615,4733.0,True
2858322,37708.221334948044,12960.0,0.0644510659393526,0.4363999,3e-07,54964.659801,0.071035,0.77,71.1062,9.3052,14.751,5605.0,False
2860594,475540.0070412075,28512.0,0.0357105593300587,5.4999446,1.22e-05,54960.317741,0.08505,0.52,71.2902,8.9645,13.37,6684.0,False
2860788,227204.29207541278,17280.0,0.0710790140961467,5.2597422,1.16e-05,54965.066911,0.041162,0.37,71.2519,8.9071,14.043,5319.0,False
2969628,171470.00632775165,28512.0,0.0016252217489052,3.9464793,7.6e-06,54999.886745,0.219425,0.99,-1.0,-1.0,-1.0,-1.0,False
2970804,59366.60686634011,8640.0,0.0032318824513507,0.6869923,6e-07,54964.658323,0.102079,0.61,68.875,13.9891,9.16,-1.0,False
2973509,573018.921207306,28512.0,0.0045283076816247,6.6276114,1.61e-05,54958.918282,0.037474,0.24,69.2363,13.3544,13.558,6058.0,False
2987433,31229.958380374705,28512.0,4.766821104050146e-05,420.93,0.0050535,55029.680109,0.106658,0.0,70.5304,10.549,13.858,6205.0,False
2997455,97624.34928421541,4320.0,0.0038168071776958,1.12985,1.3e-06,54964.788647,0.013905,0.45,71.3301,9.0157,13.8,4795.0,False
2998124,1173801.7078912961,17280.0,0.0014483429903642,28.5978844,0.0001293,54957.385528,0.056015,0.08,71.3787,8.9202,13.119,6374.0,False
3003991,313216.1207731748,12960.0,0.0046129399204031,7.2447788,1.84e-05,54964.859085,0.023069,0.13,71.9004,8.1048,13.926,5366.0,False
3098194,838081.3503199874,4320.0,0.0157715864200183,30.4765309,0.0001451,54969.971978,0.060392,0.1,69.0094,14.1354,13.901,5328.0,False
3102000,30797.728394237292,28512.0,0.0002477042728466,57.0600095,0.0003488,54997.25562,0.054576,0.03,69.4513,13.1697,15.936,5718.0,False
3102024,1190615.602649259,28512.0,0.0211810369139659,13.7825215,4.6e-05,54958.697369,0.050322,0.15,69.3845,13.1346,12.809,5117.0,True
3104113,36589.377718974065,21600.0,0.239232701871534,0.846786,8e-07,54965.284916,0.050595,0.85,69.6895,12.6802,13.447,5910.0,False
3113266,43030.4284877593,4320.0,0.0022070004863898,0.9958613,1e-06,54964.847534,0.008549,0.39,70.5752,10.8331,15.577,5077.0,False
3115480,159546.65806521097,8640.0,0.0108814613813433,3.6937025,7e-06,54968.194275,0.02159,0.28,70.7346,10.4255,14.469,5961.0,False
3120320,887108.7143999598,12960.0,0.0107219315497809,10.2656134,3e-05,54959.222315,0.034945,0.14,71.1651,9.6731,10.885,5676.0,True
3122985,128288.1997344034,28512.0,0.0134079333331346,0.9934885,1e-06,54965.600017,0.013701,0.47,71.3233,9.1997,14.701,5592.0,False
3127817,186851.97627769766,17280.0,0.0424613706429702,4.3271394,8.7e-06,54955.117734,0.046655,0.48,71.7458,8.4598,12.155,6504.0,True
3127873,58013.81692834957,12960.0,0.1159274166836384,0.6715256,6e-07,54964.982325,0.041188,0.91,71.7779,8.4669,15.153,6069.0,False
3128793,714138.4238372686,28512.0,0.0030795537314969,24.6793813,0.0001054,54970.770924,0.122631,0.23,71.8154,8.312,14.633,4371.0,True
3218683,33326.65049896245,21600.0,0.139855450078724,0.7716695,7e-07,54965.118326,0.028861,0.69,69.2239,13.8861,15.998,5119.0,False
3221207,40934.43254055219,28512.0,0.159638808824147,0.4738303,3e-07,54953.960358,0.028449,0.81,69.4856,13.1922,11.975,6414.0,False
3222471,30535.414331667536,28512.0,0.0001255973426356,618.42,0.0073539,55369.55141,0.097825,0.0,69.6202,12.8667,14.491,4903.0,False
3228863,31591.791744819784,12960.0,0.2549737098350789,0.730944,7e-07,54954.262345,0.028985,0.65,70.3487,11.4792,11.816,6561.0,False
3230227,1217487.0227134868,8640.0,0.007607979985753,7.0471062,1.75e-05,54958.702238,-1.0,-1.0,70.4963,11.255,9.002,7972.0,True
3230578,547247.8145680926,4320.0,0.0013485091515634,6.3376101,1.5e-05,54958.828915,0.011983,0.26,70.5052,11.1799,13.406,-1.0,True
3230787,32145.159378871624,28512.0,5.321933602015469e-05,17.7340523,6.62e-05,54959.183688,0.044793,0.09,70.4925,11.1293,12.553,5669.0,True
3232823,36617.02684530733,28512.0,0.0152263337364678,0.4239069,3e-07,54964.862867,0.024275,0.94,70.6887,10.7014,15.142,6172.0,False
3240159,30896.916792413882,28512.0,3.002117485744294e-05,82.1376549,0.0005905,55029.12141,0.038712,0.0,71.3948,9.418,12.261,6128.0,False
3240706,30690.32193254112,28512.0,0.0001447786084098,5.4898651,1.24e-05,54970.003288,0.020455,0.21,71.4496,9.3197,15.03,5760.0,False
3240976,31194.732931013965,28512.0,9.786435355584366e-05,15.2388691,5.37e-05,55002.377433,-1.0,-1.0,71.4361,9.2484,14.502,6124.0,False
3241344,169068.7593429102,12960.0,0.0162421731773011,3.9126783,7.6e-06,54966.428168,0.023524,0.24,71.4596,9.1831,14.756,5422.0,False
3241619,73589.01636526096,8640.0,0.1161558174776028,1.7033444,2.2e-06,54955.247951,0.019477,0.44,71.5268,9.1483,12.524,5165.0,True
3245776,64423.13868346624,28512.0,0.0103669665842524,1.4920589,1.9e-06,55001.643004,0.078571,0.96,71.8511,8.4491,14.377,5839.0,False
3247294,962726.385673446,4320.0,0.0019442474321303,67.4188276,0.0004415,54966.433454,0.046596,0.02,72.0429,8.2253,13.924,5811.0,False
3248332,635862.0351165701,12960.0,0.0424114764553443,7.3636066,1.87e-05,54956.97501,0.036772,0.2,72.0848,8.0474,13.102,6578.0,False
3323289,849144.6260177856,4320.0,0.0077770409302476,33.6932012,0.0001642,54991.866206,0.043305,0.05,68.9513,14.6804,14.898,5229.0,False
3327980,182807.39051858307,17280.0,0.2364454290784918,4.2310217,8.5e-06,54967.106634,0.042965,0.44,69.5321,13.3543,12.119,7321.0,False
3335816,320588.6577109895,12960.0,0.0019910953274395,7.4220063,1.88e-05,54954.355631,0.022997,0.16,70.3589,11.5505,12.084,6079.0,True
3339538,1265397.8382589004,8640.0,0.0108726451183871,14.6580139,4.99e-05,54958.816851,0.019182,0.05,70.7287,10.8198,13.391,4955.0,False
3339563,36192.60734273975,17280.0,0.095092884393181,0.8412315,8e-07,54965.37686,0.120256,0.72,70.7575,10.828,14.176,5367.0,False
3341934,31643.427211306287,28512.0,0.0001622352269984,18.8394967,7.23e-05,54970.768578,0.036673,0.07,71.0279,10.4001,15.291,5992.0,False
3342425,33963.92058145561,28512.0,0.12338773764153,0.3934148,3e-07,54964.942901,0.024483,0.94,71.0405,10.2926,15.089,6035.0,False
3342592,33025.31609503116,28512.0,0.0001065217241363,17.1773261,6.39e-05,54969.191539,0.061224,0.13,71.0473,10.2608,14.923,5717.0,False
3345675,31009.855143103938,28512.0,0.0001677670310451,120.0040103,0.0009445,55083.146716,0.022688,0.0,71.2745,9.7205,15.635,4105.0,False
3347485,647972.4115443778,28512.0,0.003610140435997,7.5448413,1.94e-05,54955.024047,0.045785,0.28,71.4901,9.4078,12.92,5659.0,False
3351945,93251.04369185967,28512.0,0.0208769696443126,1.0805381,1.2e-06,54965.3297,0.019091,0.5,71.8936,8.6398,14.734,4744.0,False
3352751,302124.93587842747,12960.0,0.0892557989381399,3.4954552,6.4e-06,54954.597119,0.042074,0.5,71.9465,8.5013,13.444,7909.0,False
3354616,35897.287729380594,28512.0,0.0013401778256108,0.2769826,2e-07,55000.188881,0.014963,0.76,72.1142,8.1852,15.926,5093.0,False
3427776,346943.6014306285,4320.0,0.031429498812404,4.0166817,7.9e-06,54967.239974,0.014678,0.17,69.3937,13.9143,15.371,5292.0,False
3428468,30310.7119870163,28512.0,0.0002133586995891,114.9086796,0.0009445,55032.449947,0.047005,0.0,69.5359,13.7438,15.927,4279.0,False
3431321,43841.906248354164,28512.0,0.0042941334875375,1.0150487,1.1e-06,54954.417815,0.065919,0.79,69.7965,12.9565,11.197,9589.0,False
3433668,31130.79667535445,28512.0,7.882321220346173e-05,15.0217983,5.21e-05,54991.740114,0.078628,0.12,70.1132,12.4317,13.109,5440.0,False
3437800,31300.648304685157,28512.0,0.0326931716899425,0.3626791,2e-07,54964.746426,0.020464,0.97,70.5374,11.5423,13.871,6185.0,False
3438975,30774.350243029192,28512.0,2.9795481323722197e-05,2.9760959,5e-06,55004.632617,0.039852,0.46,70.5996,11.2974,12.302,5694.0,True
3439031,257084.78703620235,21600.0,0.0330616118062245,5.9520263,1.37e-05,54954.068169,0.0383,0.33,70.6078,11.2904,11.287,6337.0,True
3440230,248822.89203024472,21600.0,0.5084327318886636,2.881101,4.9e-06,54967.238413,0.055493,0.54,70.7394,11.0586,13.636,7869.0,True
3441784,30852.234016163522,28512.0,0.000694227233511,52.5687259,0.0003133,54965.403536,0.042882,0.03,70.9148,10.7309,9.729,-1.0,True
3442006,63413.928311902455,28512.0,0.012941695923775,1.4679393,-1.0,54954.586793,0.080223,0.85,70.9246,10.6841,12.152,-1.0,False
3442054,83157.6370459028,28512.0,7.936969674726735e-05,117.681382,0.0009445,54980.206233,0.094879,0.02,70.9693,10.6924,12.112,6206.0,False
3442058,61683.545867466586,28512.0,0.0024392215095615,1.430215,1.7e-06,55002.965308,0.117901,0.8,70.9353,10.6751,13.249,7487.0,False
3443519,30567.659260124252,28512.0,0.0145318636902422,0.353627,2e-07,54953.826091,0.019651,0.89,71.1048,10.4197,11.481,5929.0,True
3443790,143919.09032579584,4320.0,0.0015919221701979,1.6657838,2.2e-06,54955.20197,0.01302,0.34,71.0682,10.3411,11.84,6024.0,True
3448245,44366.01042326518,8640.0,0.208265661430882,0.51349,4e-07,54953.953327,0.027052,0.69,71.5004,9.5548,11.864,6573.0,False
3449540,138771.7121783425,8640.0,0.3235183741425594,3.2120062,5.7e-06,54965.493715,0.028963,0.4,71.6775,9.3649,14.194,6216.0,False
3454864,38116.53813921129,28512.0,0.007923379516638,0.2941204,2e-07,54964.780262,0.013257,0.69,72.0952,8.4468,13.731,5791.0,False
3458919,38549.142328208734,4320.0,0.0516904289384609,0.892061,9e-07,54964.815308,0.014423,0.54,72.4989,7.8463,13.815,5063.0,False
3459199,135678.65235289282,8640.0,0.0016904233243837,3.1410343,5.4e-06,54999.890746,0.02034,0.33,72.4535,7.766,10.055,4907.0,True
3534118,31169.62084182629,28512.0,6.643036068622684e-05,178.4135574,0.0015784,55051.226914,0.020554,0.0,70.0967,12.6149,13.944,5684.0,False
3542573,299815.89221254457,17280.0,0.006542578119004,6.9427958,1.72e-05,54959.807593,0.031661,0.25,70.9715,10.8325,12.161,5741.0,True
3543270,180416.26849237614,12960.0,0.0345111730738686,4.1769294,8.3e-06,54966.195961,0.030949,0.33,71.0518,10.6987,15.22,5288.0,False
3545476,54904.4535699447,8640.0,0.0048298061331206,0.3176886,2e-07,54964.739951,0.01856,0.88,71.2651,10.2747,14.821,5319.0,False
3547874,855983.0124588053,28512.0,0.0002774784115766,19.6921722,7.65e-05,54999.266982,-1.0,-1.0,71.5064,9.8526,10.952,6371.0,True
3557421,34039.66148087202,28512.0,0.0674739528843486,0.3937276,3e-07,54953.706725,0.017912,0.7,72.3349,8.2075,10.027,-1.0,False
3558822,58471.078242065145,28512.0,0.0238306939026895,1.3534207,1.6e-06,54953.844462,0.069759,0.71,72.4538,7.9964,12.252,6188.0,False
3558981,258097.28998009558,8640.0,0.0333446404049777,2.9878585,1.28e-05,54965.154915,0.018298,0.24,72.5092,7.9967,13.109,-1.0,False
3641446,90668.01543125772,28512.0,0.0126182430449536,2.1000143,3e-06,55000.215748,0.118014,0.95,70.9009,11.3307,8.369,-1.0,True
3644542,1032021.9057986831,4320.0,0.0043180079881616,119.6797949,0.0009445,55009.10559,0.202592,0.06,71.2009,10.6728,8.351,8075.0,True
3655326,30410.709470516154,28512.0,9.586518025047708e-05,15.0665034,5.29e-05,54973.654266,0.039133,0.11,72.1709,8.7489,14.213,6122.0,False
3656322,158043.67313871972,21600.0,0.0325957704110185,3.6636688,1.68e-05,54956.357922,0.045261,0.59,72.2832,8.6004,13.061,5075.0,False
3659940,77903.46804774152,28512.0,0.0554471604585044,0.8962698,9e-07,54965.564596,0.01262,0.55,72.6056,8.0244,15.261,5344.0,False
3662635,81237.71661976224,28512.0,0.0500178428570462,0.9393755,1e-06,54965.012755,0.020073,0.57,72.7752,7.6143,14.904,5589.0,True
3729724,30504.82198365922,28512.0,2.8473008718559976e-05,16.4187555,5.89e-05,54999.176469,-1.0,-1.0,69.4328,14.6093,12.093,-1.0,False
3730067,38109.17245795416,28512.0,0.0758353203313793,0.2940786,2e-07,54964.887243,0.00979,0.62,69.5233,14.5179,14.61,4099.0,True
3732732,34224.00332746008,28512.0,0.1156063777249881,0.3961872,3e-07,54953.918666,0.024091,0.94,69.8668,13.7524,13.462,5946.0,False
3734660,31481.07495468981,28512.0,3.141598417793899e-05,19.9421366,7.8e-05,55004.352911,-1.0,-1.0,70.0749,13.209,12.935,6030.0,False
3735597,84980.30450366823,28512.0,0.1127507030519791,1.9663556,2.8e-06,54954.425217,0.077638,0.67,70.1789,12.955,12.24,6556.0,False
3743834,35456.83608348625,28512.0,0.1388361750014096,0.2736148,2e-07,54964.543136,0.016525,0.76,71.0807,11.1568,14.076,4889.0,True
3745184,52578.34576844508,4320.0,0.2582138066177321,0.3042328,2e-07,54964.731548,0.013593,0.67,71.2244,10.8722,15.031,4607.0,False
3749404,146387.78484181713,28512.0,0.0002354980498482,20.3063852,7.95e-05,54981.16619,-1.0,-1.0,71.5886,10.0716,10.575,7144.0,True
3749508,92011.72136195854,28512.0,0.0017482778562241,1.0657337,1.1e-06,54954.37722,0.016777,0.52,71.5973,10.0529,13.151,5961.0,False
3756730,32757.08695231873,28512.0,0.0120099965764691,0.3791639,3e-07,54964.961909,0.020112,0.95,72.2891,8.8022,14.595,5638.0,False
3757588,900101.9584122843,21600.0,0.0018258308575262,24.0899809,0.0001029,54987.285063,0.073726,0.12,72.3893,8.671,14.94,5214.0,False
3757590,30516.167776925693,28512.0,4.8721458398224906e-05,135.5860698,0.0011813,55010.927823,0.034019,0.0,72.3753,8.6634,13.674,5827.0,False
3761175,30453.764278744835,28512.0,5.518343292663456e-05,5.1623434,1.13e-05,55169.32562,0.307345,0.91,72.7234,8.066,12.828,6890.0,False
3764714,571932.1884625646,28512.0,0.0004214402950806,6.6332758,1.61e-05,55000.373734,-1.0,-1.0,72.9603,7.5637,12.842,6251.0,False
3765771,240463.42033729336,8640.0,0.0005606519047292,5.5677174,1.26e-05,54969.011606,0.016259,0.17,73.0491,7.434,14.216,6145.0,False
3766353,76790.87325410414,28512.0,0.0026828775370131,2.6669648,4.3e-06,54966.7224,-1.0,-1.0,73.108,7.3656,13.968,6362.0,False
3830820,31169.6208388007,28512.0,0.0002138005112084,15.582788,5.53e-05,54968.114264,0.025828,0.06,69.2206,15.3974,15.368,3902.0,False
3832382,35308.15164942663,28512.0,0.151107834387714,0.2726487,2e-07,54964.603149,0.014831,0.75,69.4296,14.9544,15.691,4454.0,False
3832716,49335.99575116924,8640.0,0.1756406556792816,1.1418772,1.3e-06,54954.237442,0.025584,0.57,69.4016,14.8178,13.418,5926.0,True
3832716,49335.99575116924,8640.0,0.1756406556792816,2.1701093,3.2e-06,54953.978611,0.042336,0.36,69.4016,14.8178,13.418,5926.0,True
3832716,49335.99575116924,8640.0,0.1756406556792816,1.1418772,1.3e-06,54954.237442,0.025584,0.57,69.4016,14.8178,13.418,5926.0,True
3832716,49335.99575116924,8640.0,0.1756406556792816,2.1701093,3.2e-06,54953.978611,0.042336,0.36,69.4016,14.8178,13.418,5926.0,True
3833859,37306.158705742724,28512.0,0.0407849563934751,0.4317433,3e-07,54954.084827,0.025281,0.99,69.5529,14.4743,11.987,6011.0,False
3834322,31265.264165515466,28512.0,0.0001741894287181,0.996858,1e-06,54964.575359,0.016343,0.43,69.6625,14.3711,15.397,4627.0,False
3834364,125466.8814350517,28512.0,0.0049526521427363,2.9084549,4.9e-06,54965.31488,0.016479,0.23,69.681,14.36,14.661,5449.0,False
3836439,66581.02952622694,28512.0,0.0077257543311655,1.5403954,1.9e-06,54954.213023,0.017202,0.47,69.922,13.7184,7.57,7166.0,True
3836522,30970.167232678552,28512.0,0.0001111159678225,1.5403797,2e-06,55003.511422,0.017012,0.46,69.9174,13.6917,14.844,5268.0,False
3837677,39899.927593719236,28512.0,0.0594198983133467,0.4619841,3e-07,54964.806673,0.027697,0.94,70.0697,13.3739,15.548,5466.0,False
3839964,33178.14574178262,28512.0,0.0343503194522785,0.2561499,1e-07,54964.791432,0.016135,0.8,70.4116,12.7856,14.602,5332.0,False
3848042,35515.37586456892,28512.0,0.0311091870424598,0.4114527,3e-07,54964.75831,0.023564,0.99,71.244,11.0119,14.965,6398.0,False
3848919,45242.77339764882,8640.0,0.2574113833586105,1.0472603,1.1e-06,54964.765586,0.019884,0.57,71.3517,10.8452,13.901,5226.0,False
3848972,32014.961713082386,4320.0,0.0010760169938002,0.7410574,7e-07,55001.998566,0.008762,0.46,71.3794,10.8457,14.489,5286.0,False
3849155,100933.7868397579,4320.0,0.0003047650655679,1.1683133,1.3e-06,54965.047161,0.013029,0.41,71.3223,10.7688,13.831,5343.0,True
3850086,30553.97791859842,28512.0,2.634411929150233e-05,19.1142466,7.37e-05,55012.165119,-1.0,-1.0,71.4627,10.6032,11.239,6230.0,True
3851193,115852.60826450464,8640.0,0.0994157925837423,1.3410787,1.6e-06,54964.838287,0.02738,0.55,71.5335,10.3667,13.682,6122.0,False
3851949,30598.158097977866,28512.0,0.0001072170544997,54.7711078,0.0003296,54976.747861,0.284137,0.25,71.6064,10.234,13.939,4981.0,False
3852655,30288.286203412426,28512.0,3.517797131296351e-05,11.629058,3.59e-05,55000.716753,0.021798,0.1,71.6601,10.1051,13.256,5822.0,False
3853259,35857.42181595341,28512.0,0.0420880036463357,0.2766478,2e-07,54964.780871,0.015948,0.98,71.7257,9.9958,13.922,4467.0,False
3853673,30525.789194579585,28512.0,0.0001692161266233,0.6437959,6e-07,54965.687811,0.011973,0.54,71.7819,9.9295,15.103,5727.0,True
