9532219,0.39630571003511295 d,0.33 d,0.020075325279963203
6387887,0.4338050679627728 d,0.33 d,0.08799290701391588
10453521,0.44844719958463836 d,0.05 d,0.00041566342437979995
9238207,0.4627226130172893 d,0.05 d,0.049725256707792105
11413213,0.3562422052824661 d,0.33 d,0.0857225811575835
12458797,0.36200445351956717 d,0.33 d,0.04831235353290112
7959612,0.36485403198441246 d,0.33 d,0.12892669762554954
9412114,0.37538175864729423 d,0.33 d,0.0120911235578181
12602985,0.3763048748194887 d,0.33 d,0.012251974664611639
9662581,0.387020297596519 d,0.33 d,0.14326449963527874
9777987,0.3877460694618222 d,0.33 d,0.12913504352784783
5611561,0.3880510926756139 d,0.33 d,0.03469770771900986
9392331,0.39263313791532467 d,0.33 d,0.02643395617291152
5785551,0.4000279656415646 d,0.33 d,0.13562412999335513
9388303,0.4000484820031199 d,0.33 d,0.15022194022350122
5773205,0.4264446388794288 d,0.33 d,0.03408831093580088
8028158,0.40655595518728266 d,0.33 d,0.0067132173224200495
10802917,0.4086642232053831 d,0.33 d,0.20489769390619678
5956588,0.40935961408473226 d,0.33 d,0.08342091734431141
9137819,0.5470793132222489 d,0.15 d,0.14851329092475993
2448320,0.4111517976848881 d,0.33 d,0.006558501212933776
