id,period,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC
8155368,0.7186437,6e-07,54964.89203,0.015663,0.57,75.0329,15.1825,15.121,5525.0,False
9453192,0.7188371,6e-07,54964.88902,0.043582,0.83,76.4524,17.1202,14.022,6729.0,False
11303526,0.7200905,6e-07,54954.138339,0.044289,0.86,81.8185,12.8333,13.002,6471.0,False
7839027,0.7206929,7e-07,54964.819304,0.043588,0.88,77.5564,8.9873,13.842,7500.0,False
9944201,0.721523,7e-07,54964.707778,0.010826,0.5,77.8592,15.822,15.069,4737.0,False
12352712,0.722065,2e-06,54999.935357,0.044343,0.9,82.1398,17.1675,16.8,6667.0,False
9350889,0.725948,7e-07,54954.24165,0.042687,0.89,78.9646,11.2902,13.572,6725.0,False
6865626,0.7267678,7e-07,54964.842153,0.030532,0.66,74.9542,11.315,13.83,5611.0,False
3228824,0.7309423,8e-07,54970.345617,0.028785,0.64,70.332,11.48,15.736,4606.0,False
3228863,0.730944,7e-07,54954.262345,0.028985,0.65,70.3487,11.4792,11.816,6561.0,False
5703230,0.7314739,7e-07,54954.358193,0.041734,0.93,73.136,11.6888,11.795,7748.0,False
6669809,0.7337378,7e-07,54953.998571,0.029897,0.65,72.0615,17.0851,10.763,7239.0,True
10383620,0.7345628,7e-07,54954.126474,0.024989,0.64,76.7166,20.9648,12.83,7470.0,False
4451148,0.7359835,7e-07,54954.385644,0.04519,0.82,70.6673,13.6249,11.174,6579.0,True
4762887,0.7365737,7e-07,54964.770988,0.039365,0.95,73.8956,7.9231,14.366,6556.0,False
10119517,0.737494,7e-07,54954.000876,0.04074,0.95,76.397,20.4091,9.912,6225.0,True
5770860,0.7375618,7e-07,54965.270153,0.045096,0.88,71.0687,16.482,13.857,6391.0,False
10711646,0.7376522,7e-07,54964.686206,0.00932,0.51,77.6001,20.1072,15.787,4339.0,False
2449084,0.7397571,1.23e-05,55000.319865,0.042648,0.7,70.8503,9.156,15.018,6177.0,False
8590527,0.73977,7e-07,54953.870653,0.012817,0.53,79.968,7.0303,11.634,6216.0,True
3848972,0.7410574,7e-07,55001.998566,0.008762,0.46,71.3794,10.8457,14.489,5286.0,False
4554004,0.7425074,3.43e-05,55000.152874,0.024205,0.62,71.4659,12.2482,15.09,6210.0,False
7119757,0.7429222,7e-07,54965.303131,0.020948,0.64,75.1511,11.555,15.608,5072.0,False
2719436,0.7434798,7.8e-06,54999.71536,0.032144,0.68,71.0494,9.1355,14.015,7041.0,True
8539720,0.7444991,7e-07,54953.983567,0.044129,0.85,74.0182,19.2692,12.925,6351.0,False
10724533,0.7450918,7e-07,54954.391541,0.041883,0.76,79.279,15.9123,9.038,-1.0,False
11408810,0.7492874,7e-07,54953.868542,0.047069,0.8,81.9957,13.0777,12.607,7555.0,False
10905804,0.7510975,7e-07,54964.887166,0.036829,0.68,78.1217,19.407,14.417,8000.0,False
7220320,0.7521576,2.1e-06,55000.142187,0.015688,0.56,76.9022,8.5512,14.082,5533.0,False
7707742,0.7583544,1.5e-06,54999.750847,0.025516,0.61,78.1225,7.735,16.975,6918.0,False
5529643,0.7597663,7e-07,54964.790332,0.031945,0.62,72.7559,11.9801,15.932,5902.0,False
7941635,0.7627242,7e-07,54965.413382,0.013367,0.52,73.5379,17.8946,14.5,5131.0,False
8429634,0.7630004,-1.0,55000.163555,0.041615,0.85,76.5014,13.0086,14.067,7433.0,False
6549491,0.7646535,7e-07,54964.73373,0.049261,0.79,76.8348,7.1083,14.915,5597.0,False
4455763,0.766298,7e-07,55003.000749,0.012863,0.52,71.2234,12.4849,15.581,6059.0,False
6283224,0.7664732,8e-07,55003.357462,0.015077,0.57,73.8659,11.9349,15.572,5100.0,False
8479107,0.7675766,7e-07,54964.817985,0.012651,0.53,74.4865,17.811,14.952,5046.0,False
6432059,0.7697398,7e-07,54964.7543,0.012775,0.54,72.991,14.1317,14.84,5412.0,False
3218683,0.7716695,7e-07,54965.118326,0.028861,0.69,69.2239,13.8861,15.998,5119.0,False
7733540,0.7725821,7e-07,54964.614024,0.074988,0.78,73.1397,18.1825,15.214,3918.0,False
7023917,0.772842,7e-07,54953.888778,0.030232,0.71,73.8461,13.9512,10.115,-1.0,False
9637239,0.7730257,7e-07,54954.062934,0.04441,0.91,76.7011,17.4161,13.046,7237.0,False
7457163,0.7746042,7e-07,54954.116481,0.046914,0.88,76.522,9.8773,12.442,6155.0,False
10789421,0.7768524,7e-07,54953.919448,0.047249,0.85,79.1529,16.2824,11.849,-1.0,False
6443392,0.7769761,7e-07,54953.619364,0.013063,0.53,74.333,11.4932,12.723,-1.0,True
8190491,0.7778768,7e-07,54965.196015,0.044932,0.95,78.7775,7.9556,14.25,5972.0,False
8265951,0.7799575,7e-07,54954.244147,0.044037,0.81,79.7259,6.6295,12.734,7044.0,False
8620561,0.7820467,1.6e-06,55002.205025,0.011361,0.53,76.3958,13.8428,16.784,4596.0,False
8953296,0.7842945,7e-07,54965.226457,0.025532,0.6,77.3872,12.9887,13.901,6346.0,False
9935245,0.7848598,1.6e-06,55000.295785,0.028392,0.63,76.5152,19.1981,16.256,5400.0,False
7690843,0.7862605,7e-07,54954.158345,0.030087,0.64,76.566,10.5159,11.083,4827.0,False
10934755,0.7864843,7e-07,54964.84245,0.041549,0.68,82.0621,10.8975,14.397,7645.0,False
8579707,0.7885922,7e-07,54953.85171,0.042675,0.95,78.9808,8.8013,11.544,6244.0,True
12785282,0.7887499,7e-07,54953.956353,0.024042,0.64,83.3919,16.6743,13.518,6924.0,False
11179657,0.7889122,8e-07,55001.967587,0.036282,0.99,79.0899,18.3866,17.065,-1.0,True
6187893,0.7891676,8e-07,54954.087252,0.021655,0.6,71.9677,15.7555,11.702,5103.0,False
10186945,0.793671,7e-07,54964.784152,0.015764,0.49,76.5132,20.474,14.549,4894.0,False
5439790,0.7960862,7e-07,54954.502903,0.045099,0.81,72.2421,12.9094,13.248,6566.0,False
3556229,0.7967202,2.8e-06,55000.33747,0.026273,0.61,72.2094,8.3917,17.656,-1.0,False
9784230,0.7981975,2.3e-06,55000.487561,0.071806,0.55,80.2734,10.4868,17.579,-1.0,False
8166095,0.799127,1.44e-05,55000.088895,0.049873,0.78,76.3435,12.507,16.317,7362.0,False
5647008,0.7998617,8e-07,54965.008851,0.012075,0.56,75.7746,6.6916,14.335,5444.0,False
6805779,0.8019212,8e-07,55000.932684,0.044487,0.95,77.0669,7.2722,13.084,6200.0,False
6279974,0.8052593,8e-07,54965.09688,0.010065,0.43,73.4538,12.6247,13.742,6022.0,False
3633901,0.807387,3.85e-05,54999.655075,0.049277,0.84,70.1086,12.9724,14.944,7184.0,False
5991936,0.8074357,8e-07,55007.926256,0.034112,0.98,76.5016,6.2241,13.424,8630.0,False
7091476,0.8077356,8e-07,54954.384662,0.050083,0.95,71.8862,19.0621,13.164,6658.0,False
8685306,0.8080821,8e-07,54954.092069,0.048212,0.85,76.5192,13.8359,11.795,6971.0,False
7107567,0.8125981,1.41e-05,55000.300464,0.011157,0.5,73.959,14.1798,14.235,6897.0,False
10024144,0.8155959,1e-06,55001.93382,0.03879,0.74,80.4605,10.9045,15.566,6073.0,False
10743600,0.817023,1.7e-06,55001.787469,0.020112,0.58,81.3707,11.5343,17.206,-1.0,False
8386048,0.8174223,2.4e-06,55000.20769,0.043326,0.71,78.6849,8.6262,16.646,5863.0,False
11255667,0.8189143,8e-07,54954.269242,0.045358,0.88,82.2853,11.7206,10.941,6355.0,False
6029214,0.8190664,8e-07,54954.334142,0.020332,0.6,72.2879,14.6201,12.927,-1.0,False
9790965,0.8220677,8e-07,54953.733954,0.017349,0.59,80.9177,9.3292,13.388,6309.0,False
8848104,0.8248518,8e-07,54964.625931,0.012751,0.5,80.3568,7.3114,12.372,5447.0,False
7950962,0.8269566,8e-07,54953.819202,0.051406,0.92,74.8881,14.6462,10.678,6800.0,True
7950964,0.8269566,8e-07,55001.780307,0.155697,0.94,74.8887,14.6458,13.403,5690.0,False
10454725,0.8317678,1.7e-06,54964.748311,0.039056,0.64,77.5836,18.6584,14.241,6911.0,False
5198934,0.8347392,8e-07,54965.090274,0.044968,0.94,74.0085,8.7221,14.246,6905.0,False
7766185,0.8354573,8e-07,54954.554702,0.041523,0.73,77.1186,9.5795,12.114,5977.0,False
8211824,0.8411262,8e-07,55000.4806,0.012559,0.59,73.4904,19.2776,16.055,4860.0,True
3339563,0.8412315,8e-07,54965.37686,0.120256,0.72,70.7575,10.828,14.176,5367.0,False
6464285,0.8436513,8e-07,54964.946805,0.017176,0.55,76.3382,7.7572,13.826,5061.0,False
6028860,0.8440331,8e-07,55003.147571,0.009008,0.47,72.2213,14.719,14.403,5401.0,False
6311681,0.8447864,8e-07,54967.214653,0.022645,0.59,76.5208,6.965,15.363,5500.0,False
10129482,0.8462906,8e-07,54965.192407,0.011756,0.48,77.7669,17.0033,15.994,4558.0,False
6293266,0.8466899,8e-07,54954.081908,0.046725,0.89,74.9586,9.8489,12.145,8305.0,False
3104113,0.846786,8e-07,54965.284916,0.050595,0.85,69.6895,12.6802,13.447,5910.0,False
6365321,0.8484849,8e-07,54964.887524,0.01022,0.44,74.283,11.2661,15.323,5648.0,True
8822555,0.8528415,3.12e-05,55000.236074,0.054081,0.8,77.651,12.0511,14.408,6375.0,False
2835289,0.8577619,8e-07,55000.442959,0.052267,0.92,69.0466,13.4152,13.009,6228.0,True
10257903,0.8585697,8e-07,54965.028405,0.017954,0.59,77.2633,18.8218,15.482,5761.0,False
5606644,0.8619311,1.54e-05,54999.672477,0.018368,0.63,71.8607,14.1476,14.833,7541.0,False
7366145,0.8643608,8e-07,54964.902956,0.049016,0.9,75.5718,11.4039,13.784,6428.0,False
12109845,0.8659588,2.7e-06,55000.558223,0.01293,0.52,82.2324,15.8907,16.44,4371.0,False
8904448,0.8659827,8e-07,54965.055247,0.052993,0.74,79.2723,9.2295,13.879,7820.0,False
5560831,0.867721,1.9e-06,54999.871366,0.026329,0.6,75.652,6.6486,16.09,-1.0,False
4929299,0.8687195,1.1e-06,54965.083909,0.011478,0.51,73.1476,9.7548,14.774,5531.0,False
2577756,0.8703335,9e-07,54964.662821,0.033717,0.63,70.5983,9.7687,15.514,5630.0,False
9480977,0.8710309,8e-07,54954.427893,0.046187,0.94,79.9391,9.8792,12.299,7289.0,False
9346655,0.8716212,9e-07,54965.122004,0.010639,0.47,78.4915,12.2675,14.299,4183.0,False
9394601,0.8768264,9e-07,54955.415456,0.024709,0.59,76.7005,16.357,12.29,6118.0,False
8314879,0.8777596,8e-06,54999.845981,0.027821,0.62,78.1747,9.4315,15.615,8904.0,False
9840412,0.8784558,9e-07,54954.556807,0.052432,0.79,79.8144,11.3728,12.843,6507.0,False
8523194,0.8785327,9e-07,54954.22374,0.049353,0.94,79.6368,7.4392,11.952,7314.0,False
8696327,0.8792289,3.25e-05,55000.020604,0.052947,0.75,77.8353,11.1755,14.588,6720.0,False
11338865,0.8803849,9e-07,54954.092011,0.047888,0.87,79.2864,18.651,13.275,8658.0,False
8800998,0.8828148,9e-07,54965.514052,0.278764,0.86,74.79,18.563,13.721,8616.0,False
5474733,0.8837752,9e-07,55066.460374,0.015552,0.54,75.5244,6.662,14.063,5700.0,False
7777443,0.8851249,9e-07,54954.257271,0.034449,0.63,78.1399,7.7834,11.914,8224.0,True
7630690,0.8865633,9e-07,54954.581174,0.064981,0.97,77.6418,8.2803,11.243,8996.0,False
11295347,0.8884399,9e-07,54954.53801,0.05004,0.97,80.71,15.1929,11.729,7620.0,False
3114667,0.8885831,2.7e-06,54999.753222,0.014018,0.52,70.6997,10.5802,17.375,-1.0,False
5386810,0.8888907,9e-07,54954.086668,0.056183,0.96,75.2471,6.9176,12.68,7395.0,False
2851100,0.8901084,9e-07,54965.364973,0.046455,0.46,70.5117,10.3362,15.723,4600.0,False
10815379,0.8905202,9e-07,55002.316811,0.228004,0.79,81.981,10.5601,11.245,6069.0,True
7296094,0.8907493,2.7e-06,55000.509656,0.068593,0.48,76.5119,9.4446,18.59,-1.0,False
3458919,0.892061,9e-07,54964.815308,0.014423,0.54,72.4989,7.8463,13.815,5063.0,False
7501230,0.8927503,9e-07,54954.447274,0.046777,0.75,72.3777,19.1982,12.447,6977.0,False
9392682,0.8929178,9e-07,54954.624705,0.050708,0.8,76.3693,17.0504,11.498,7195.0,False
3659940,0.8962698,9e-07,54965.564596,0.01262,0.55,72.6056,8.0244,15.261,5344.0,False
8240861,0.8984997,3.36e-05,55000.000664,0.023287,0.62,77.2037,10.8868,15.282,6088.0,False
4739791,0.8989211,1.63e-05,54999.890185,0.022807,0.59,71.6651,12.1487,14.703,7538.0,False
7811211,0.9024056,9e-07,54964.823839,0.012902,0.49,74.4712,15.1335,14.596,5549.0,False
7812455,0.9035823,9e-07,54964.877627,0.011664,0.5,74.6213,14.722,14.811,6253.0,False
7258889,0.9039046,9e-07,54965.003774,0.023212,0.59,72.4135,18.1093,13.673,6203.0,False
8687088,0.9050307,9e-07,54965.215702,0.032704,0.51,76.7971,13.4482,11.075,-1.0,False
5952403,0.9056778,9e-07,54965.197892,0.014736,0.53,72.8685,13.0527,6.966,-1.0,True
2162283,0.9063779,9e-07,54954.341553,0.04968,1.0,70.362,9.6241,9.551,6683.0,True
10735519,0.9070641,9e-07,54954.052963,0.019816,0.56,80.49,13.2164,11.78,4881.0,False
6045264,0.9093104,9e-07,54965.634157,0.022264,0.61,74.0718,10.7767,13.437,6074.0,False
7584739,0.9115578,9e-07,54954.431499,0.045666,0.72,72.7508,18.606,13.38,6772.0,False
9020426,0.9133929,9e-07,54965.445795,0.019065,0.59,77.2614,13.4443,14.55,5732.0,False
6516874,0.9163269,1.2e-06,55001.920115,0.019143,0.61,73.7871,12.8019,15.896,5787.0,False
9083523,0.9184208,9e-07,54954.484907,0.043032,0.65,76.9386,14.4907,12.709,-1.0,False
3954798,0.91848,9e-07,54953.841706,0.024509,0.58,71.619,10.4594,13.608,6140.0,True
4949214,0.9220304,-1.0,54965.077392,-1.0,0.6,74.8109,6.659,14.351,6281.0,False
10979669,0.925768,9e-07,54954.500842,0.057198,0.83,80.9033,13.2572,12.333,6697.0,False
7977261,0.9258122,9e-07,54954.341041,0.054685,0.91,77.8743,8.9317,13.146,6146.0,False
8087799,0.9262976,3.5e-06,54999.919751,0.08409,0.73,74.974,14.9507,14.169,7869.0,False
12400729,0.9317259,9e-07,54965.480846,0.012226,0.52,81.8524,18.1285,15.227,4949.0,False
6370665,0.9323156,9e-07,54965.405285,0.055209,0.96,74.8726,10.1723,13.999,7386.0,False
5636642,0.9335,2.9e-06,54999.628184,0.010246,0.48,74.9782,8.1526,16.428,5528.0,False
10407221,0.9337397,1e-06,55011.200039,0.046015,0.61,79.8209,13.4329,15.647,4427.0,False
10363300,0.9349261,9e-07,54965.177722,0.019389,0.56,81.949,9.3496,14.681,5700.0,False
10599397,0.9374067,1e-06,54964.910816,0.01471,0.51,79.7263,14.2883,14.546,5278.0,False
5621294,0.9389049,9e-07,54954.510518,0.029466,0.6,73.5056,10.9002,13.613,8425.0,False
3662635,0.9393755,1e-06,54965.012755,0.020073,0.57,72.7752,7.6143,14.904,5589.0,True
8937663,0.9415895,1.1e-06,55000.367264,0.051209,0.87,-1.0,-1.0,-1.0,-1.0,False
6778050,0.945828,1e-06,54965.564982,0.016548,0.55,74.7145,11.6534,14.514,5091.0,False
3124420,0.9489508,2.9e-06,55000.571511,0.025091,0.6,71.502,9.0025,18.241,-1.0,False
8608310,0.9503824,1e-06,54964.955191,0.028327,0.65,74.6656,17.9203,14.271,6257.0,False
4358206,0.9511619,1e-06,54964.920938,0.017646,0.57,71.2792,12.0101,14.038,-1.0,False
10794405,0.9523775,1e-06,54965.335643,0.026215,0.63,79.8,15.0176,14.713,5479.0,False
10858720,0.9523776,1e-06,54954.858926,0.026309,0.63,79.8058,15.0145,10.971,-1.0,True
7881722,0.9532893,2.4e-06,54954.118369,-1.0,-1.0,74.8382,14.7327,13.585,7762.0,False
9596187,0.9533167,1e-06,54964.68754,0.013104,0.48,79.2765,11.5276,14.538,5929.0,False
5269407,0.9588711,1e-06,54965.645124,0.016857,0.53,72.3876,12.1619,14.164,5307.0,False
4729553,0.9612926,1e-06,54954.462794,0.027219,0.61,70.3974,14.948,12.221,6091.0,False
7681230,0.962591,1.1e-06,54965.419533,0.009636,0.45,75.507,12.5662,14.843,6029.0,False
5471619,0.9628354,1e-06,54965.198253,0.030364,0.6,75.2712,7.1227,12.37,7844.0,False
9788457,0.9633378,1e-06,54965.186856,0.032084,0.6,80.6216,9.727,13.005,7939.0,False
4350454,0.9656582,1e-06,54964.942703,0.0635,0.8,70.4825,13.8718,13.624,5907.0,False
2854948,0.9743044,1.3e-06,55002.410212,0.01387,0.5,70.8764,9.7997,15.783,5466.0,False
10991989,0.974478,1e-06,54954.64791,0.017607,0.54,82.4035,10.4612,10.282,5021.0,True
3957477,0.9790522,1e-06,54954.934438,0.020646,0.58,71.8934,9.9933,12.477,5395.0,False
9220600,0.9791626,1e-06,54954.447384,0.021715,0.64,78.0293,12.6315,12.264,7055.0,False
9574614,0.9820854,1e-06,54965.685069,0.010595,0.4,76.4015,17.8731,15.933,5276.0,False
9365025,0.9843043,1e-06,54954.462569,0.055605,0.94,80.4627,8.7037,11.902,8012.0,False
6187341,0.984599,1.4e-06,54964.88641,0.011957,0.42,71.9332,15.955,15.986,4798.0,False
11358392,0.9849768,1e-06,54954.564943,0.011536,0.44,82.1615,12.5027,13.548,6195.0,False
5642620,0.986791,1.3e-06,54965.065125,0.056461,0.42,75.3791,7.2826,15.398,4442.0,False
4999357,0.9901294,1e-06,54953.89096,0.058407,0.84,71.4114,13.4337,12.012,6662.0,False
3122985,0.9934885,1e-06,54965.600017,0.013701,0.47,71.3233,9.1997,14.701,5592.0,False
3113266,0.9958613,1e-06,54964.847534,0.008549,0.39,70.5752,10.8331,15.577,5077.0,False
6262882,0.9965008,1.1e-06,54965.111503,0.063509,0.79,71.1953,17.7748,13.979,8317.0,False
3965242,0.9967236,1e-06,54964.911763,0.01481,0.53,72.5851,8.6175,14.06,5183.0,False
3834322,0.996858,1e-06,54964.575359,0.016343,0.43,69.6625,14.3711,15.397,4627.0,False
8758161,0.9982176,1e-06,54953.832607,0.024275,0.58,77.6887,11.8107,12.457,6729.0,True
12255382,0.9993228,1e-06,54964.628561,0.086552,0.54,82.2137,16.6883,10.437,5352.0,False
11097678,0.9997156,1e-06,54954.857024,0.052921,0.9,82.3512,11.1199,13.22,6493.0,False
8669092,1.0008312,1e-06,54954.28886,0.009359,0.5,74.1852,19.3966,12.733,6028.0,True
5955731,1.0038296,1e-06,54954.553889,0.053372,0.99,73.1655,12.34,12.993,-1.0,False
12356746,1.0049085,1e-06,54954.3696,0.015158,0.53,82.7449,15.8607,13.532,5882.0,False
10014536,1.009397,1.1e-06,55009.909088,0.233169,0.98,79.3135,13.0373,10.95,-1.0,False
10063044,1.0096716,1.1e-06,54965.595585,0.026895,0.59,77.5281,17.315,13.918,7420.0,False
8565912,1.0121736,3.99e-05,55000.334268,0.028015,0.59,77.5974,11.3765,14.712,6771.0,False
8294484,1.0127395,5.37e-05,54999.83932,0.025256,0.58,75.8409,13.8528,14.713,6253.0,False
10189523,1.0139159,1.1e-06,54965.418559,0.011138,0.48,76.8704,19.4614,15.856,5002.0,False
3431321,1.0150487,1.1e-06,54954.417815,0.065919,0.79,69.7965,12.9565,11.197,9589.0,False
12599700,1.0177858,1.1e-06,54965.259157,0.008262,0.45,82.5904,17.4186,15.784,3887.0,False
8913061,1.0199706,1.1e-06,54954.108073,0.059151,0.76,80.1598,7.7728,12.551,5414.0,False
9832545,1.0207493,4.04e-05,55000.093984,0.027591,0.59,78.8765,13.2835,15.178,7903.0,False
8647309,1.0220371,2.3e-06,55000.112942,0.137617,0.65,79.2832,8.4508,16.633,-1.0,False
12016304,1.024052,1.1e-06,54965.652399,0.059125,0.92,82.6921,14.2724,13.718,6491.0,False
9474485,1.0251632,1.1e-06,54965.292272,0.015189,0.53,79.2444,11.1412,14.884,4469.0,False
5534702,1.0254659,1.1e-06,54965.634507,0.022518,0.59,73.3238,10.8412,13.821,6838.0,False
4679687,1.0279026,1.4e-06,55000.391764,0.011894,0.44,74.4032,6.7358,15.32,5225.0,False
10676927,1.0311005,3.3e-06,54999.931305,0.107935,0.56,81.2002,11.6229,17.022,5451.0,False
6191574,1.0345298,1.1e-06,54964.878585,0.010092,0.5,72.4539,14.607,14.353,4208.0,False
10264202,1.0351478,1.1e-06,54965.550176,0.014342,0.5,78.1154,16.7111,15.777,5207.0,False
4649324,1.0356909,1.1e-06,54965.226634,0.024928,0.63,71.6954,11.8245,14.753,6098.0,False
11968513,1.0365914,1.4e-06,55185.882996,0.014931,0.49,82.8181,13.7399,14.441,5337.0,False
6047498,1.037445,1.1e-06,54964.601927,0.009412,0.42,74.3241,10.3231,15.348,5359.0,True
5078879,1.0393706,1.1e-06,55003.081021,0.008576,0.42,70.2912,16.2422,13.028,6160.0,False
4551328,1.0441159,1.1e-06,54965.084253,0.013408,0.5,71.1702,12.8199,15.636,5182.0,False
9345838,1.0458736,1.1e-06,54954.532063,0.065835,0.75,78.3631,12.4529,12.378,6761.0,False
3848919,1.0472603,1.1e-06,54964.765586,0.019884,0.57,71.3517,10.8452,13.901,5226.0,False
5876360,1.0508445,3.4e-06,54999.817075,0.012107,0.53,73.5688,11.2676,17.172,-1.0,False
9419603,1.0524172,1.1e-06,54964.960981,0.058864,0.77,79.8716,9.8965,15.311,5652.0,False
11455795,1.0573353,1.1e-06,54964.791642,0.012312,0.47,81.2681,14.5803,15.414,4477.0,False
8552540,1.0619343,1.1e-06,54954.105667,0.02183,0.57,75.8925,14.6971,10.292,5749.0,True
4647652,1.064824,1.1e-06,54953.946994,0.044474,0.68,71.6014,12.1797,11.811,6265.0,False
3749508,1.0657337,1.1e-06,54954.37722,0.016777,0.52,71.5973,10.0529,13.151,5961.0,False
5475624,1.0698434,1.5e-06,55279.978167,0.052437,0.66,75.5668,6.5458,15.549,6561.0,False
10616829,1.0729341,1.2e-06,54965.293061,0.027919,0.59,81.676,10.6617,13.96,6670.0,False
9402652,1.073104,1.1e-06,54954.289305,0.032276,0.65,77.8458,13.7107,11.823,6641.0,False
9651155,1.0738337,4.36e-05,55000.466129,0.02241,0.68,-1.0,-1.0,-1.0,-1.0,False
11968490,1.0788901,1.2e-06,54965.437249,0.015005,0.49,82.8575,13.7668,13.698,-1.0,False
6844489,1.0797603,1.2e-06,54965.376438,0.065771,0.84,72.5914,16.3175,14.136,6077.0,False
3351945,1.0805381,1.2e-06,54965.3297,0.019091,0.5,71.8936,8.6398,14.734,4744.0,False
8608490,1.08281,1.2e-06,54965.473637,0.016314,0.51,74.7222,17.8647,14.771,4897.0,True
11391667,1.0837368,1.2e-06,54954.131308,0.011009,0.45,79.4314,18.7088,12.923,5394.0,True
8894630,1.0840008,1.2e-06,54954.049453,0.060528,0.95,78.2842,11.0225,11.544,7117.0,False
5802834,1.0924429,1.2e-06,54954.476652,0.061046,0.88,74.7026,8.9164,12.211,6077.0,False
12066630,1.0983743,1.2e-06,54953.967832,0.053976,0.98,82.965,13.9888,11.007,6818.0,True
9508954,1.1006461,8.9e-06,55002.29276,0.085007,0.8,75.7086,19.4468,14.652,8512.0,False
10268903,1.1039663,3.6e-06,54999.910577,0.009749,0.39,78.7145,15.2708,17.362,-1.0,False
10736223,1.1050943,1.2e-06,54965.545055,0.024338,0.56,80.5852,13.0469,13.651,7797.0,True
6695889,1.1065608,1.2e-06,54965.373754,0.016331,0.5,74.9282,10.8594,15.415,5964.0,False
6803335,1.1108525,1.2e-06,54954.334913,0.060936,0.95,76.823,7.5736,12.118,-1.0,False
9164694,1.1113636,1.2e-06,54965.29349,0.067119,0.75,78.8517,10.7789,14.175,6213.0,False
5377349,1.1167657,1.2e-06,54965.748569,0.02836,0.62,74.4583,8.3445,14.946,5629.0,False
4570326,1.1215525,1.2e-06,54954.442727,0.059235,0.95,73.0081,9.0878,9.768,-1.0,True
9343862,1.1232562,4.66e-05,54999.850251,0.025098,0.56,78.1248,12.9504,15.01,7709.0,False
9725155,1.1271457,1.2e-06,54953.898971,0.057208,0.99,80.2227,10.1695,12.752,8123.0,False
6025466,1.1278008,1.3e-06,54953.774098,0.011505,0.45,71.7273,15.836,13.122,5815.0,False
4945588,1.12908,1.2e-06,54954.186276,0.060892,0.99,74.506,7.2051,11.15,5999.0,True
2997455,1.12985,1.3e-06,54964.788647,0.013905,0.45,71.3301,9.0157,13.8,4795.0,False
6058875,1.1298682,1.6e-06,55002.072583,0.015733,0.51,75.4295,8.3663,15.839,4586.0,False
5623774,1.1336299,1.3e-06,54964.773587,0.037425,0.53,73.7472,10.3909,13.784,4975.0,True
5975712,1.1360932,1.2e-06,54953.90719,0.054603,0.87,75.2134,8.5062,11.507,-1.0,False
3832716,1.1418772,1.3e-06,54954.237442,0.025584,0.57,69.4016,14.8178,13.418,5926.0,True
4484356,1.1441593,1.3e-06,54965.01692,0.014641,0.51,73.8608,7.4225,14.235,5080.0,False
7449844,1.1522182,1.3e-06,54965.124308,0.015779,0.46,75.8353,11.167,13.63,6834.0,True
7740302,1.1535089,1.3e-06,54953.656746,0.063563,0.92,74.1301,15.7248,11.999,-1.0,True
7770471,1.1578046,3.9e-06,55000.182569,0.026303,0.57,77.5676,8.859,14.62,6280.0,False
6447430,1.160002,1.3e-06,54954.148049,0.066584,0.92,74.7678,10.6213,11.405,8010.0,False
8548416,1.1636482,1.3e-06,54954.934698,0.066683,0.84,75.2853,16.0739,13.34,-1.0,False
3849155,1.1683133,1.3e-06,54965.047161,0.013029,0.41,71.3223,10.7688,13.831,5343.0,True
9108579,1.1696282,1.3e-06,54954.99795,0.069335,0.81,79.5791,9.3854,11.56,6386.0,False
4169521,1.1725557,1.3e-06,54953.784404,0.068982,0.93,72.8012,8.6769,13.418,8099.0,False
9724080,1.1739178,1.3e-06,54965.666129,0.063672,0.94,80.1695,10.391,13.904,7470.0,False
4945035,1.174683,1.3e-06,55002.423514,0.018235,0.5,74.5033,7.3134,14.009,5739.0,False
10613718,1.1758779,1.3e-06,54953.886226,0.009901,0.39,81.3634,11.1945,12.735,5080.0,True
8444552,1.1780996,1.3e-06,54964.589475,0.014623,0.5,78.2477,9.7025,13.643,5388.0,False
8218274,1.1873525,1.3e-06,54965.27773,0.029534,0.58,74.3665,17.0476,13.623,-1.0,False
5371109,1.1918616,1.4e-06,54965.789741,0.068416,0.89,73.9585,9.3886,13.972,7396.0,False
8452840,1.2011596,1.4e-06,54954.148064,0.062332,0.84,79.0046,8.3991,12.594,6473.0,False
10417135,1.2033317,1.4e-06,54965.316632,0.063906,0.94,80.9607,11.2482,13.249,8421.0,False
3547111,1.2078359,2.49e-05,55000.126516,0.064491,0.96,71.4434,9.9953,14.398,6401.0,False
5623923,1.2087496,1.26e-05,54999.527782,0.037279,0.61,73.7437,10.3516,16.517,8300.0,True
7976783,1.2088516,1.4e-06,54954.260728,0.070904,0.99,77.8217,8.9991,11.99,7937.0,False
10191070,1.2137451,1.4e-06,54964.745516,0.035461,0.59,77.0716,18.9066,15.825,4650.0,False
5963222,1.2172663,1.4e-06,54954.155382,0.024531,0.55,74.041,10.7049,13.371,6555.0,False
9366988,1.21903,3e-06,55000.456075,0.016545,0.46,80.6159,8.3048,14.371,5661.0,False
9592855,1.2193248,1.4e-06,54953.971963,0.026456,0.6,78.8968,12.2863,12.216,7290.0,False
4273411,1.2196984,1.4e-06,54965.666692,0.062698,0.92,72.8007,8.7816,13.907,6975.0,False
9205993,1.2197374,5.21e-05,55000.494728,0.027338,0.56,76.005,17.1613,14.871,7124.0,False
