title  Photometry data for APASS_J200615.5+442725 from search centered on 20_06_15.5_+44_27_24.6 using the apass calibration catalog
REF	Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
APASS_J200615.5+442725	2428016.732496	1935.584199	12.87	 0.26	13.33	301.56484	 44.45652	 46.5	0.154	ca00268	145	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428017.668634	1935.586763	12.36	 0.10	14.14	301.56446	 44.45680	 21.0	0.186	ac32746	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428017.721961	1935.586909	12.42	 0.18	14.51	301.56496	 44.45690	 75.5	0.082	ac32747	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428021.674018	1935.597737	12.46	 0.15	13.52	301.56422	 44.45706	 29.6	0.136	ac32752	130	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428023.724667	1935.603355	12.35	 0.17	12.95	301.56484	 44.45686	 79.8	0.104	ac32757	132	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428023.811581	1935.603593	12.28	 0.14	13.06	301.56540	 44.45695	 76.8	0.335	rh06697	151	128	1349451776	385	0.000010	7	16,17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2428024.684392	1935.605985	12.32	 0.13	13.73	301.56538	 44.45664	 59.7	0.277	ca00294	152	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428024.721444	1935.606086	12.85	 0.35	12.90	301.56515	 44.45618	-54.8	0.437	ca00295	158	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428025.642537	1935.608610	12.16	 0.16	13.45	301.56598	 44.45648	 73.2	0.321	ca00297	152	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428027.591522	1935.613949	12.33	 0.21	12.87	301.56405	 44.45808	 -8.1	0.346	ac32764	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428030.667673	1935.622377	12.46	 0.22	12.60	301.56666	 44.45790	 66.0	0.491	ca00311	152	8320	1349386240	385	0.000700	7,13	17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2428030.707495	1935.622486	12.34	 0.49	12.48	301.56561	 44.45856	 58.9	0.122	ca00312	158	8320	1483603968	392	0.000700	7,13	17,18,19,21,22,27,28,30	3,7,8
APASS_J200615.5+442725	2428033.682482	1935.630637	12.21	 0.15	12.78	301.56588	 44.45764	 59.7	0.024	rh06718	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428033.690792	1935.630660	12.51	 0.19	13.72	301.56471	 44.45658	 79.2	0.159	ac32779	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428033.739270	1935.630793	12.52	 0.19	13.75	301.56431	 44.45777	-62.7	0.154	ac32780	130	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428033.827917	1935.631035	12.29	 0.22	13.50	301.56591	 44.45625	 48.3	0.301	ac32782	158	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428034.661741	1935.633320	12.51	 0.22	12.65	301.56454	 44.45708	 60.4	0.172	ac32784	146	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428034.725456	1935.633494	12.30	 0.18	14.51	301.56451	 44.45749	 24.4	0.052	ac32785	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428038.678501	1935.644325	12.34	 0.16	13.68	301.56530	 44.45750	 21.8	0.343	ac32787	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428044.751749	1935.660964	12.47	 0.23	13.71	301.56543	 44.45687	 23.5	0.430	ac32797	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428049.581171	1935.674195	12.59	 0.14	13.01	301.56415	 44.45640	-48.5	0.175	ac32802	131	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428052.564124	1935.682367	12.58	 0.17	13.33	301.56441	 44.45706	 21.4	0.297	ca00351	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428052.613640	1935.682503	12.38	 0.20	13.91	301.56523	 44.45796	 71.7	0.342	ca00352	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428052.660386	1935.682631	12.59	 0.17	13.53	301.56413	 44.45699	-74.6	0.325	ca00353	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428053.576612	1935.685141	12.14	 0.63	12.15	301.56652	 44.46057	 53.5	0.252	ca00358	152	8192	1349388290	256	0.000700	13	1,11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428053.750242	1935.685617	12.38	 0.15	13.07	301.56464	 44.45748	-18.2	0.323	rh06757	152	128	1349451776	385	0.000010	7	16,17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2428056.628614	1935.693503	12.30	 0.21	12.81	301.56518	 44.45594	 56.8	0.308	ca00364	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428056.673432	1935.693626	12.11	 0.16	13.72	301.56474	 44.45701	 18.7	0.200	rh06762	151	128	1349453824	257	0.000700	7	11,16,17,18,19,21,22,28,30	0,8
APASS_J200615.5+442725	2428057.558491	1935.696051	12.33	 0.21	13.60	301.56454	 44.45732	 85.2	0.106	mc27856	140	192	1349453824	516	0.000700	6,7	11,16,17,18,19,21,22,28,30	2,9
APASS_J200615.5+442725	2428057.682801	1935.696391	12.50	 0.21	13.25	301.56452	 44.45739	  6.9	0.136	rh06768	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428062.591473	1935.709840	12.08	 0.12	13.55	301.56526	 44.45593	  9.0	0.282	ac32822	132	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428066.548939	1935.720682	12.39	 0.13	14.30	301.56499	 44.45695	  6.3	0.154	ac32829	130	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428066.726919	1935.721170	12.31	 0.12	13.24	301.56469	 44.45665	 13.9	0.196	rh06783	152	128	1349451776	385	0.000010	7	16,17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2428067.643827	1935.723682	12.31	 0.24	14.31	301.56558	 44.45762	-89.7	0.219	ac32834	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428075.569112	1935.745395	12.32	 0.10	14.24	301.56280	 44.45716	 78.6	0.050	ac32845	146	0	1349453825	256	0.000700		0,11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428076.540379	1935.748056	12.28	 0.21	16.80	301.56470	 44.45734	-71.4	0.141	rh06808	151	0	1349454848	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
APASS_J200615.5+442725	2428077.569818	1935.750876	12.34	 0.11	14.56	301.56458	 44.45741	-11.1	0.084	rh06811	152	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428078.518081	1935.753474	12.41	 0.16	13.70	301.56425	 44.45653	 79.5	0.481	ca00437	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428078.560326	1935.753590	12.32	 0.16	13.63	301.56641	 44.45747	 76.2	0.319	ca00438	161	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428078.566708	1935.753607	12.31	 0.13	13.68	301.56355	 44.45654	  3.9	0.210	ac32854	132	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428083.536604	1935.767224	12.23	 0.20	12.38	301.56357	 44.45740	 87.9	0.274	ac32862	132	8192	1349386242	384	0.000700	13	1,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428083.542837	1935.767241	12.44	 0.14	15.03	301.56474	 44.45702	-65.6	0.219	rh06823	152	128	1349453824	257	0.000700	7	11,16,17,18,19,21,22,28,30	0,8
APASS_J200615.5+442725	2428084.528296	1935.769941	12.78	 0.25	13.32	301.56571	 44.45645	 -9.8	0.171	ac32867	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428089.519302	1935.783615	12.42	 0.24	13.07	301.56628	 44.45527	-47.8	0.404	ac32877	131	268435584	1483669504	392	0.000700	7,28	16,17,18,19,21,22,27,28,30	3,7,8
APASS_J200615.5+442725	2428092.513760	1935.791819	12.57	 0.31	14.42	301.56462	 44.45682	-44.4	0.149	ac32884	130	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428095.532996	1935.800090	12.25	 0.16	14.04	301.56417	 44.45798	-78.0	0.422	ca00495	158	0	1349451778	384	0.000700		1,16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428113.556607	1935.849470	12.60	 0.29	12.85	301.56625	 44.45661	 -3.4	0.160	ac32925	158	33562624	1349386240	384	0.000700	13,25	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428126.486573	1935.884895	12.72	 0.20	13.12	301.56598	 44.45660	 10.4	0.500	ac32932	132	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428256.878949	1936.241473	12.40	 0.26	12.64	301.56288	 44.45750	-35.0	0.089	ac33115	131	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428281.856520	1936.309717	12.24	 0.19	14.36	301.56456	 44.45717	-12.6	0.045	i54247	151	128	1349451776	641	0.000700	7	16,17,18,19,21,22,28,30	0,7,9
APASS_J200615.5+442725	2428284.840494	1936.317870	12.38	 0.05	14.64	301.56460	 44.45706	 74.8	0.230	i54273	151	0	1349451776	640	0.000700		16,17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2428308.804595	1936.383346	12.50	 0.20	12.98	301.56410	 44.45654	-75.7	0.663	ac33169	130	8192	1349386242	4480	0.000700	13	1,17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2428309.785979	1936.386027	12.03	 0.20	12.17	301.56827	 44.45748	-88.7	0.812	ac33172	151	34611200	1349386242	4480	0.000700	13,20,25	1,17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2428310.776715	1936.388734	12.24	 0.18	12.92	301.57076	 44.45782	 89.6	0.660	ac33174	132	0	1349451778	4480	0.000700		1,16,17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2428317.779383	1936.407867	11.94	 0.25	12.41	301.57387	 44.45819	 80.4	0.713	ac33185	131	8396800	1349386242	4480	0.000700	13,23	1,17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2428325.796520	1936.429772	12.07	 0.32	12.20	301.56528	 44.45659	 30.5	0.420	ca01124	152	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428347.778985	1936.489833	12.54	 0.28	12.70	301.56361	 44.45698	 58.1	0.252	ac33212	158	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428350.608481	1936.497564	12.35	 0.10	15.02	301.56471	 44.45715	 90.0	0.404	ir01078	149	0	1349453824	512	0.000700		11,16,17,18,19,21,22,28,30	9
APASS_J200615.5+442725	2428356.771500	1936.514403	12.48	 0.23	12.73	301.56902	 44.45862	-89.8	0.193	ca01164	158	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428364.764551	1936.536242	12.56	 0.10	13.33	301.56535	 44.45694	-71.6	0.244	ac33227	146	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428372.746674	1936.558051	12.21	 0.15	15.33	301.56494	 44.45718	-59.7	0.339	rh07236	152	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428376.684219	1936.568809	12.05	 0.38	12.06	301.56619	 44.45611	 60.4	0.564	ac33237	130	33562624	1349386242	384	0.000700	13,25	1,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428380.689276	1936.579752	12.85	 0.22	12.99	301.56691	 44.45693	 87.5	0.148	ac33243	132	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428381.740922	1936.582625	11.28	 1.16	12.07	301.56375	 44.45777	-44.5	0.125	ac33247	146	268474496	1214906368	392	0.000700	7,11,12,15,28	17,19,21,22,27,30	3,7,8
APASS_J200615.5+442725	2428388.668883	1936.601554	12.45	 0.30	13.97	301.56400	 44.45636	 53.5	0.104	ac33250	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428389.632914	1936.604188	12.39	 0.16	14.60	301.56438	 44.45746	 76.7	0.230	ac33253	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428389.778350	1936.604586	11.98	 0.16	12.71	301.56841	 44.45744	 80.5	0.123	ac33255	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428390.758309	1936.607263	12.23	 0.10	14.18	301.56550	 44.45728	-42.4	0.180	rh07267	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428390.817869	1936.607426	12.22	 0.23	13.29	301.56438	 44.45757	 18.9	0.371	ac33260	158	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428393.640009	1936.615137	12.40	 0.14	14.66	301.56434	 44.45714	-63.8	0.567	rh07268	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428417.671936	1936.680798	12.53	 0.35	13.27	301.56664	 44.45658	-59.2	0.633	ac33277	151	0	1349453824	4352	0.000700		11,16,17,18,19,21,22,28,30	8,12
APASS_J200615.5+442725	2428417.732187	1936.680962	12.50	 0.23	12.57	301.56679	 44.45770	-66.1	0.232	ac33278	132	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428421.656438	1936.691684	12.43	 0.10	13.31	301.56455	 44.45737	-62.9	0.390	rh07286	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428423.571987	1936.696918	12.10	 0.18	12.85	301.56286	 44.45580	 88.5	0.273	ac33283	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428425.620154	1936.702514	12.30	 0.15	15.26	301.56480	 44.45705	-68.9	0.508	rh07288	152	0	1349454848	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
APASS_J200615.5+442725	2428437.524938	1936.735041	12.32	 0.17	12.97	301.56632	 44.45705	-89.2	0.659	ca01236	151	0	1349451776	4480	0.000700		16,17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2428437.538592	1936.735078	12.50	 0.19	12.83	301.56518	 44.45820	-84.5	0.599	ac33301	130	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428438.577382	1936.737916	12.39	 0.27	12.49	301.56767	 44.45868	-82.7	0.541	ac33306	132	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428447.515999	1936.762339	12.56	 0.19	13.18	301.56495	 44.45799	 72.7	0.483	ca01269	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428450.672172	1936.770962	12.44	 0.11	13.44	301.56443	 44.45726	 22.2	0.347	i54600	152	128	1349451776	657	0.007500	7	16,17,18,19,21,22,28,30	0,4,7,9
APASS_J200615.5+442725	2428450.684638	1936.770996	12.61	 0.14	13.44	301.56384	 44.45635	 30.3	0.354	i54602	152	8388736	1349451778	641	0.007500	7,23	1,16,17,18,19,21,22,28,30	0,7,9
APASS_J200615.5+442725	2428450.697102	1936.771030	12.33	 0.09	13.46	301.56474	 44.45704	 14.6	0.410	i54604	152	128	1349451776	641	0.007500	7	16,17,18,19,21,22,28,30	0,7,9
APASS_J200615.5+442725	2428454.644822	1936.781816	13.04	 0.16	13.74	301.56363	 44.45495	 21.4	0.474	i54642	151	79691904	1349386243	641	0.007500	7,22,23,26	0,1,17,18,19,21,22,28,30	0,7,9
APASS_J200615.5+442725	2428454.666983	1936.781877	12.33	 0.10	13.41	301.56454	 44.45710	 19.0	0.498	i54644	152	1152	1349451776	641	0.007500	7,10	16,17,18,19,21,22,28,30	0,7,9
APASS_J200615.5+442725	2428454.678063	1936.781907	12.27	 0.14	13.90	301.56469	 44.45714	 10.5	0.439	i54646	152	128	1349453824	513	0.007500	7	11,16,17,18,19,21,22,28,30	0,9
APASS_J200615.5+442725	2428460.526893	1936.797888	12.51	 0.26	12.65	301.56957	 44.45627	 78.5	0.548	ac33331	150	8192	1349388291	256	0.000700	13	0,1,11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428466.499173	1936.814205	11.83	99.00	13.88	301.56510	 44.45472	-28.5	0.431	ac33345	138	4096	1349453827	256	0.000700	12	0,1,11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428478.574096	1936.847197	12.69	 0.15	13.69	301.56402	 44.45558	 30.3	0.335	i54719	152	79692928	1349386243	641	0.007500	7,10,22,23,26	0,1,17,18,19,21,22,28,30	0,7,9
APASS_J200615.5+442725	2428478.585177	1936.847227	12.43	 0.11	12.67	301.56500	 44.45718	 19.1	0.524	i54721	152	8320	1349388288	513	0.007500	7,13	11,17,18,19,21,22,28,30	0,9
APASS_J200615.5+442725	2428478.780963	1936.847762	 9.28	 0.30	10.05	301.56488	 44.45545	  0.1	0.132	ac33369	132	1342210048	1080688640	384	0.000700	15,28,30	17,19,21,22,30	7,8
APASS_J200615.5+442725	2428516.488512	1936.950788	12.55	 0.14	13.72	301.56362	 44.45644	 76.9	0.733	ac33421	158	0	1349451778	4480	0.000700		1,16,17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2428643.849454	1937.299588	12.39	99.00	13.97	301.56479	 44.45692	-44.3	0.100	ac33595	130	4096	1349451776	384	0.000700	12	16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428649.795930	1937.315879	12.15	 0.24	13.02	301.56560	 44.45664	-88.9	0.284	ac33608	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428649.840947	1937.316003	12.64	 0.30	12.97	301.56443	 44.45549	 57.8	0.536	ac33609	130	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428656.825955	1937.335140	12.33	 0.19	13.43	301.56493	 44.45750	 21.5	0.126	ac33625	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428664.820751	1937.357043	12.55	 0.90	12.78	301.56012	 44.45806	-46.2	0.301	ac33632	132	8320	1349386243	385	0.000700	7,13	0,1,17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2428669.808018	1937.370707	12.36	 0.14	13.54	301.56418	 44.45716	 89.8	0.390	ac33638	130	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428674.671165	1937.384031	12.11	 0.19	12.77	301.56449	 44.45694	 40.9	0.063	ee01289	161	33554432	1349386240	640	0.000700	25	17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2428674.692058	1937.384088	12.05	 0.31	12.07	301.56466	 44.45750	-42.4	0.454	ee01290	161	8192	1349386240	640	0.000010	13	17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2428674.712950	1937.384145	12.49	 0.24	12.82	301.56420	 44.45748	-40.0	0.217	ee01291	161	8192	1349386240	640	0.007500	13	17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2428674.733844	1937.384202	12.41	 0.27	13.37	301.56475	 44.45710	 86.7	0.241	ee01292	161	128	1349451776	641	0.007500	7	16,17,18,19,21,22,28,30	0,7,9
APASS_J200615.5+442725	2428674.768127	1937.384296	12.18	 1.25	13.01	301.56384	 44.45711	-54.5	0.258	ee01293	161	4224	1349453824	513	0.000700	7,12	11,16,17,18,19,21,22,28,30	0,9
APASS_J200615.5+442725	2428683.709672	1937.408794	12.04	 0.25	12.43	301.56567	 44.45737	-41.6	0.231	ee01297	161	33562752	1349386240	641	0.007500	7,13,25	17,18,19,21,22,28,30	0,7,9
APASS_J200615.5+442725	2428683.742742	1937.408884	12.34	 0.25	13.28	301.56437	 44.45760	-50.2	0.256	ee01298	161	0	1349451776	640	0.000010		16,17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2428683.763693	1937.408942	12.45	 0.16	13.04	301.56428	 44.45670	-84.0	0.137	ee01299	161	0	1349451776	640	0.007500		16,17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2428683.784585	1937.408999	12.21	 0.31	12.84	301.56462	 44.45676	-41.2	0.357	ee01300	161	0	1349451776	640	0.007500		16,17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2428683.805478	1937.409056	12.51	 0.19	13.01	301.56565	 44.45630	-66.6	0.386	ee01301	161	8192	1349386240	640	0.007500	13	17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2428701.803937	1937.458367	12.27	 0.13	13.77	301.56378	 44.45660	 69.2	0.371	bm00585	152	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428708.727747	1937.477336	12.36	 0.19	13.24	301.56474	 44.45715	-45.1	0.167	rh07705	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428720.743842	1937.510257	12.52	 0.15	14.45	301.56557	 44.45708	 -6.4	0.195	ac33692	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428722.801459	1937.515894	12.28	 0.26	13.93	301.56425	 44.45685	-59.1	0.289	ac33699	130	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428725.712663	1937.523870	12.40	 0.22	13.84	301.56500	 44.45697	-51.2	0.167	ac33705	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428731.642746	1937.540117	12.91	 0.40	12.92	301.56718	 44.45287	-74.4	0.443	ac33710	130	8396800	1349388290	256	0.000700	13,23	1,11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428731.727932	1937.540350	12.28	 0.10	13.83	301.56436	 44.45708	-76.8	0.200	ac33711	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428733.669185	1937.545669	12.45	 0.20	14.09	301.56469	 44.45707	 73.7	0.243	rh07723	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428733.684767	1937.545712	12.52	 0.16	13.64	301.56479	 44.45705	 85.0	0.201	mc29019	141	128	1349451776	644	0.000700	7	16,17,18,19,21,22,28,30	2,7,9
APASS_J200615.5+442725	2428733.703813	1937.545764	12.63	 0.19	13.12	301.56475	 44.45770	 55.4	0.131	ac33716	150	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428736.690830	1937.553947	12.40	 0.17	13.46	301.56463	 44.45699	 59.7	0.263	rh07727	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428737.701472	1937.556716	12.26	 0.28	12.88	301.56277	 44.45669	 65.2	0.438	bm00612	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428743.653934	1937.573024	12.36	 0.17	13.58	301.56446	 44.45680	 46.5	0.218	mc29035	141	33570944	1349386240	645	0.000010	7,14,25	17,18,19,21,22,28,30	0,2,7,9
APASS_J200615.5+442725	2428743.727229	1937.573225	12.35	 0.19	13.00	301.56675	 44.45878	-57.3	0.378	ac33730	132	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428745.709673	1937.578657	12.41	99.00	12.98	301.56681	 44.45600	-44.4	0.315	ac33732	132	4096	1349451778	384	0.000700	12	1,16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428747.659562	1937.583999	12.51	 0.30	12.60	301.56165	 44.45796	 39.3	0.363	ac33734	132	8320	1483606016	264	0.000700	7,13	11,17,18,19,21,22,27,28,30	3,8
APASS_J200615.5+442725	2428749.627457	1937.589390	12.33	 0.17	13.59	301.56584	 44.45613	-79.0	0.407	ac33736	151	128	1483669504	392	0.000700	7	16,17,18,19,21,22,27,28,30	3,7,8
APASS_J200615.5+442725	2428752.618248	1937.597584	11.97	 0.24	12.47	301.56714	 44.45715	-56.2	0.060	ac33741	130	33554560	1479411712	264	0.000700	7,25	11,17,18,19,21,27,28,30	3,8
APASS_J200615.5+442725	2428752.703779	1937.597819	12.73	 0.32	12.97	301.56518	 44.45725	-80.6	0.178	ac33742	150	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428760.583271	1937.619406	12.17	 0.19	13.14	301.56382	 44.45604	 30.0	0.206	ac33746	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428760.631252	1937.619538	12.34	 0.13	14.31	301.56525	 44.45741	 85.7	0.233	bm00632	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428771.577081	1937.649526	13.01	 0.36	13.21	301.56280	 44.45620	 53.2	0.142	ac33761	158	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428777.635774	1937.666125	12.53	 0.19	12.95	301.56311	 44.45556	 37.4	0.117	ac33771	158	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428786.603781	1937.690695	12.35	 0.14	15.08	301.56501	 44.45712	-20.4	0.012	rh07782	152	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428791.598332	1937.704379	12.45	 0.14	14.44	301.56539	 44.45685	-12.5	0.075	rh07784	152	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2428800.540281	1937.728877	12.48	 0.18	12.83	301.56448	 44.45680	  9.0	0.115	ac33826	130	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428800.581486	1937.728990	12.40	 0.22	13.01	301.56458	 44.45816	 31.4	0.240	ac33827	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2428806.594697	1937.745465	12.28	 0.19	16.04	301.56461	 44.45718	 25.6	0.128	rh07794	152	0	1349454848	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
