title  Photometry data for APASS_J200615.5+442725 from search centered on 20_06_15.5_+44_27_24.6 using the apass calibration catalog
REF	Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
APASS_J200615.5+442725	2424416.601685	1925.726306	12.29	 0.27	12.66	301.56534	 44.45683	 30.5	0.288	ac26043	151	8320	1349386240	385	0.000700	7,13	17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2424419.626992	1925.734594	12.46	 0.23	13.06	301.56661	 44.45920	 72.5	0.241	ac26055	145	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2424420.505117	1925.737000	12.22	 0.21	12.57	301.56748	 44.45875	 63.9	0.508	i44887	152	8396800	1349388290	512	0.000700	13,23	1,11,17,18,19,21,22,28,30	9
APASS_J200615.5+442725	2424424.519690	1925.747999	12.26	 0.17	13.03	301.56453	 44.45712	-81.3	0.510	i44920	151	0	1349451778	640	0.000700		1,16,17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2424438.505188	1925.786316	12.62	 0.16	12.97	301.56396	 44.45586	 76.2	0.047	ay00831	152	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2424444.519028	1925.802792	12.63	 0.48	12.78	301.56362	 44.45556	 12.8	0.258	ac26094	151	8320	1349386242	385	0.000700	7,13	1,17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2424458.487454	1925.841062	12.21	 0.21	12.76	301.56353	 44.45704	 -0.0	0.261	ac26114	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2424472.494630	1925.879437	12.10	 1.57	12.71	301.56148	 44.45737	-27.5	0.308	ay00874	152	6272	1349386240	385	0.000700	7,11,12	17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2424476.472441	1925.890335	12.28	 0.21	12.52	301.56197	 44.45573	 69.8	0.254	ac26144	151	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2424476.472442	1925.890335	12.73	 0.31	13.18	301.57679	 44.45858	 74.0	0.724	ay00883	130	377495552	1349386243	4480	0.000700	13,23,25,26,28	0,1,17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2424626.825040	1926.302260	12.46	 0.40	12.99	301.56414	 44.45659	-38.8	0.358	ac26304	151	128	1349451776	385	0.000700	7	16,17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2424697.783062	1926.496666	12.39	 0.22	13.01	301.56685	 44.45701	-59.8	0.041	ac26372	145	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2424713.673659	1926.540202	12.00	 0.87	12.32	301.56637	 44.45524	 22.4	0.463	ac26382	151	8320	1349386240	385	0.000700	7,13	17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2424716.628478	1926.548297	12.29	 0.28	12.65	301.56387	 44.45660	-43.4	0.298	ac26388	151	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2424743.668939	1926.622381	11.82	 2.12	12.10	301.57108	 44.45421	 72.4	0.284	ay01112	145	302037120	1080688640	385	0.000700	7,11,12,13,15,25,28	17,19,21,22,30	0,7,8
APASS_J200615.5+442725	2424746.568632	1926.630325	12.13	 1.03	12.29	301.56593	 44.45737	 64.2	0.329	ac26403	151	12288	1349388288	256	0.000700	12,13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2424759.536495	1926.665853	12.81	 1.04	12.95	301.56328	 44.45527	-15.8	0.393	i45525	157	335591552	1080688643	641	0.000700	7,11,12,13,15,26,28	0,1,17,19,21,22,30	0,7,9
APASS_J200615.5+442725	2424766.682444	1926.685431	12.23	 1.51	12.33	301.56182	 44.45444	 52.4	0.399	ay01129	145	302004352	1349124098	385	0.000700	7,11,12,13,25,28	1,17,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2424770.536169	1926.695990	12.10	 0.51	12.90	301.56785	 44.44749	 57.6	0.312	ac26432	151	8421504	1349451778	385	0.000010	7,15,23	1,16,17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2424770.665903	1926.696345	12.13	 0.28	12.30	301.56200	 44.45728	-87.0	0.401	ay01141	147	8320	1349386242	385	0.000700	7,13	1,17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2424773.530912	1926.704194	12.31	 0.33	12.42	301.56265	 44.45630	-81.9	0.431	ac26439	151	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2424790.580270	1926.750905	12.24	 1.37	12.56	301.55931	 44.45688	-67.3	0.280	ay01154	132	67121152	1349386243	384	0.000700	12,13,26	0,1,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2424803.501395	1926.786305	12.34	 0.07	16.16	301.56473	 44.45711	 66.6	0.031	mc22091	132	512	1886323712	704	1.000000	9	10,16,17,18,19,21,22,28,29,30	6,7,9
APASS_J200615.5+442725	2424814.471208	1926.816359	12.35	 0.12	14.34	301.56462	 44.45707	-35.0	0.339	i45714	152	0	1349453824	512	0.000700		11,16,17,18,19,21,22,28,30	9
APASS_J200615.5+442725	2424815.491633	1926.819155	12.30	 0.13	14.04	301.56502	 44.45726	-51.5	0.234	i45716	152	128	1349453827	513	0.000700	7	0,1,11,16,17,18,19,21,22,28,30	0,9
APASS_J200615.5+442725	2424817.470849	1926.824578	12.59	 0.14	13.52	301.56402	 44.45863	-21.0	0.241	i45730	151	75497472	1349386243	640	0.000700	23,26	0,1,17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2424821.500951	1926.835619	12.52	 0.31	12.89	301.56099	 44.45677	-87.3	0.262	ay01206	145	8320	1349386240	385	0.000700	7,13	17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2424821.583708	1926.835846	12.68	 0.21	13.40	301.56632	 44.45516	-70.3	0.413	i45741	152	111149056	1349386243	640	0.000700	21,23,25,26	0,1,17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2424824.470203	1926.843754	12.28	 0.13	13.13	301.56499	 44.45706	-30.3	0.487	i45745	152	0	1349451776	640	0.000174		16,17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2424831.465222	1926.862918	12.26	 0.26	12.40	301.56115	 44.45785	-20.8	0.118	ac26532	130	33562624	1349386240	384	0.000700	13,25	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2424831.465222	1926.862918	12.54	 0.26	12.62	301.56193	 44.46160	-81.0	0.311	ay01227	132	8192	1349388291	256	0.000700	13	0,1,11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2424831.521315	1926.863072	12.61	 0.41	12.92	301.56087	 44.45839	 69.8	0.164	ac26533	145	67117056	1349386243	384	0.000700	13,26	0,1,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2424842.459606	1926.893040	12.38	 0.21	12.90	301.56531	 44.45765	-54.1	0.088	ay01249	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2424973.860977	1927.253044	12.36	 0.22	12.76	301.56908	 44.45707	 71.9	0.614	ay01420	130	268443648	1349386242	4480	0.000700	13,28	1,17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2424977.860589	1927.264002	12.18	 0.21	12.53	301.56468	 44.45595	 81.5	0.435	ay01425	152	8320	1483603968	392	0.000700	7,13	17,18,19,21,22,27,28,30	3,7,8
APASS_J200615.5+442725	2424991.829846	1927.302274	12.22	 0.16	12.69	301.56399	 44.45797	-56.8	0.186	ac26806	151	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425001.822717	1927.329651	12.06	 0.28	12.30	301.56511	 44.45556	 49.6	0.451	ay01452	145	8320	1483603968	392	0.000700	7,13	17,18,19,21,22,27,28,30	3,7,8
APASS_J200615.5+442725	2425039.788760	1927.433668	12.58	 0.24	12.89	301.56828	 44.45769	-84.8	0.252	ay01482	130	8320	1479409664	392	0.000010	7,13	17,18,19,21,27,28,30	3,7,8
APASS_J200615.5+442725	2425053.693018	1927.471762	12.46	 0.17	12.92	301.56634	 44.45725	 56.8	0.370	ay01502	151	8192	1349453824	256	0.000700	13	11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425053.697521	1927.471774	12.38	 0.17	12.70	301.56418	 44.45685	 -7.0	0.195	i46146	152	8192	1349388288	512	0.000010	13	11,17,18,19,21,22,28,30	9
APASS_J200615.5+442725	2425066.502090	1927.506855	12.37	 0.11	16.57	301.56470	 44.45706	  7.9	0.100	mc22598	132	512	1886323712	704	1.000000	9	10,16,17,18,19,21,22,28,29,30	6,7,9
APASS_J200615.5+442725	2425070.674496	1927.518286	12.79	 0.15	13.28	301.56438	 44.45778	-78.8	0.471	ay01521	152	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425086.658163	1927.562077	12.44	 1.51	12.83	301.56776	 44.45784	 77.3	0.643	ay01526	145	12288	1349386242	4480	0.000700	12,13	1,17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2425090.695779	1927.573139	12.36	 0.27	12.45	301.56721	 44.46036	-79.3	0.416	ay01534	132	8192	1349386242	384	0.000700	13	1,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425096.622326	1927.589376	12.37	 0.16	13.44	301.56854	 44.45748	 87.3	0.281	ay01540	130	0	1349453827	256	0.000700		0,1,11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425096.669420	1927.589505	12.59	 0.16	13.44	301.56516	 44.45740	 21.0	0.229	ay01541	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425096.742830	1927.589706	12.19	 0.22	12.85	301.56719	 44.45659	 87.5	0.546	ay01542	145	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425097.684704	1927.592287	12.24	 0.11	13.80	301.56476	 44.45723	 -9.1	0.252	i46207	151	128	1349453824	513	0.000010	7	11,16,17,18,19,21,22,28,30	0,9
APASS_J200615.5+442725	2425098.651856	1927.594937	12.28	 0.16	13.04	301.56334	 44.45636	 84.2	0.460	ay01548	130	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425098.715223	1927.595110	12.58	 0.41	12.82	301.55895	 44.46208	-73.3	0.267	ay01549	132	75505664	1349388291	256	0.000700	13,23,26	0,1,11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425102.624681	1927.605821	12.53	 0.16	12.86	301.56441	 44.45766	-59.7	0.264	ay01552	152	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425106.584336	1927.616669	12.25	 0.08	14.38	301.56473	 44.45713	 -2.0	0.280	mc22639	141	33554560	1349386240	644	0.000010	7,25	17,18,19,21,22,28,30	2,7,9
APASS_J200615.5+442725	2425108.670985	1927.622386	12.34	 0.31	13.02	301.56624	 44.45777	-83.4	0.359	ay01565	132	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425129.567411	1927.679637	12.49	 0.29	12.72	301.56480	 44.45721	 89.7	0.197	ay01597	130	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425129.610002	1927.679753	12.77	 0.28	12.96	301.56676	 44.45816	-89.2	0.327	ay01598	158	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425140.549272	1927.709724	12.41	 0.20	13.25	301.56459	 44.45719	-18.6	0.296	ay01629	152	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425147.566676	1927.728950	12.36	 0.29	12.91	301.56995	 44.45869	-88.3	0.667	ay01640	130	0	1349451778	4480	0.000700		1,16,17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2425148.589193	1927.731751	12.20	 0.47	12.64	301.56094	 44.45770	-34.7	0.281	ay01646	152	8320	1349386240	385	0.000700	7,13	17,18,19,21,22,28,30	0,7,8
APASS_J200615.5+442725	2425158.550832	1927.759043	12.36	 0.23	13.12	301.56466	 44.45786	-76.5	0.330	ay01678	130	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425159.505822	1927.761660	12.46	 0.19	13.23	301.56140	 44.45745	-60.0	0.324	ay01684	130	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425159.548066	1927.761776	12.38	 0.18	13.08	301.56277	 44.45823	-56.1	0.384	ay01685	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425160.543223	1927.764502	12.93	 0.49	12.96	301.56538	 44.45663	-36.4	0.447	ay01693	130	268443776	1479409664	392	0.000700	7,13,28	17,18,19,21,27,28,30	3,7,8
APASS_J200615.5+442725	2425169.531116	1927.789126	12.73	 0.26	12.81	301.56017	 44.45876	 65.3	0.412	ay01733	152	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425173.567121	1927.800184	12.67	 0.28	12.75	301.55718	 44.45725	 50.4	0.278	ay01744	158	33562624	1349386242	384	0.000700	13,25	1,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425180.506849	1927.819197	11.86	 0.24	13.19	301.57348	 44.45887	-89.7	0.673	ay01773	130	9437184	1349388288	4352	0.000700	20,23	11,17,18,19,21,22,28,30	8,12
APASS_J200615.5+442725	2425181.489185	1927.821888	12.42	 0.16	12.92	301.56839	 44.45765	-84.0	0.441	ay01780	130	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425183.485021	1927.827356	12.64	 0.15	13.54	301.56433	 44.45886	-55.7	0.037	ay01787	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425187.513391	1927.838393	12.31	 0.69	12.37	301.56196	 44.46302	-72.7	0.363	ay01807	132	8396800	1349386240	384	0.000700	13,23	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425199.474150	1927.871162	12.25	 0.12	16.58	301.56474	 44.45697	-77.6	0.022	mc22906	152	0	1349454848	576	0.000010		10,11,16,17,18,19,21,22,28,30	6,9
APASS_J200615.5+442725	2425204.478305	1927.884872	12.26	 0.12	12.67	301.56902	 44.45634	 71.3	0.424	ay01856	130	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425356.845733	1928.301491	12.56	 0.15	13.60	301.56424	 44.45749	 76.2	0.288	rh00224	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425408.781192	1928.443391	12.36	 0.14	14.78	301.56497	 44.45714	 71.8	0.389	rh00314	142	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425444.765203	1928.541708	12.28	 0.10	16.17	301.56471	 44.45711	-89.5	0.143	mc23507	152	0	1349452800	704	0.000010		10,16,17,18,19,21,22,28,30	6,7,9
APASS_J200615.5+442725	2425449.682945	1928.555145	12.35	 0.13	14.65	301.56461	 44.45695	 66.6	0.306	ma02173	147	0	1349453824	512	0.007500		11,16,17,18,19,21,22,28,30	9
APASS_J200615.5+442725	2425453.784630	1928.566351	12.61	 0.27	12.61	301.56725	 44.45850	-47.4	0.498	rh00380	151	8192	1349388290	256	0.000700	13	1,11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425458.729488	1928.579862	12.28	 0.19	12.40	301.56450	 44.45756	-85.9	0.627	rh00390	151	8192	1349386240	4480	0.000700	13	17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2425471.675719	1928.615234	12.42	 0.14	16.74	301.56478	 44.45712	-32.1	0.020	mc23570	151	0	1349452800	704	0.000010		10,16,17,18,19,21,22,28,30	6,7,9
APASS_J200615.5+442725	2425471.745667	1928.615425	12.40	 0.09	14.44	301.56525	 44.45731	-18.5	0.258	rh00412	143	16384	1349451776	384	0.000700	14	16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425511.592609	1928.724297	12.28	 0.08	15.51	301.56472	 44.45713	 58.3	0.194	md23641	139	0	1349453824	512	0.000010		11,16,17,18,19,21,22,28,30	9
APASS_J200615.5+442725	2425511.592609	1928.724297	12.15	 0.13	16.23	301.56476	 44.45703	 64.0	0.140	mc23641	152	0	1349452800	704	0.000010		10,16,17,18,19,21,22,28,30	6,7,9
APASS_J200615.5+442725	2425512.548784	1928.726909	12.28	 0.05	16.35	301.56472	 44.45714	 45.3	0.103	mc23647	152	0	1349454848	576	0.000010		10,11,16,17,18,19,21,22,28,30	6,9
APASS_J200615.5+442725	2425518.555627	1928.743321	12.26	 0.28	12.79	301.56461	 44.45694	-89.4	0.488	rh00559	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425521.561879	1928.751535	12.40	 0.26	12.73	301.56407	 44.45692	-89.5	0.636	rh00567	151	8192	1349386240	4480	0.000700	13	17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2425524.574012	1928.759765	12.40	 0.07	14.06	301.56489	 44.45701	-60.2	0.153	md23688	149	0	1349451776	640	0.000010		16,17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2425530.502007	1928.775962	11.94	 0.24	11.94	301.56865	 44.45618	-70.1	0.578	i46896	151	276865024	1080690690	512	0.000700	13,15,23,28	1,11,17,19,21,22,30	9
APASS_J200615.5+442725	2425530.542172	1928.776072	12.19	 0.14	13.20	301.56368	 44.45741	-81.3	0.326	ac26956	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425535.529016	1928.789697	12.50	 0.19	13.09	301.56709	 44.45701	-65.5	0.376	ac26966	130	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425540.500024	1928.803279	12.22	 0.12	15.75	301.56464	 44.45720	-68.4	0.115	md23734	139	0	1349453824	512	0.000010		11,16,17,18,19,21,22,28,30	9
APASS_J200615.5+442725	2425540.510308	1928.803307	12.74	 0.21	13.55	301.56366	 44.45642	 36.1	0.354	ac26972	158	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425551.492255	1928.833312	12.11	99.00	13.05	301.56251	 44.45689	 81.7	0.400	ac27006	130	4224	1349453824	257	0.000700	7,12	11,16,17,18,19,21,22,28,30	0,8
APASS_J200615.5+442725	2425557.485638	1928.849688	12.49	 0.18	13.09	301.56381	 44.45696	-65.2	0.397	ac27015	130	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425596.485089	1928.956243	12.53	 0.35	12.90	301.56360	 44.45779	 32.6	0.154	ac27098	158	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425602.468821	1928.972592	12.15	 0.19	12.23	301.56394	 44.45768	-46.9	0.358	ac27117	130	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425689.883798	1929.212010	12.15	 0.24	12.20	301.56267	 44.45649	 71.6	0.289	ac27361	151	8320	1483603968	392	0.000700	7,13	17,18,19,21,22,27,28,30	3,7,8
APASS_J200615.5+442725	2425735.794918	1929.337794	12.29	 0.14	13.96	301.56529	 44.45706	  1.8	0.247	rh01144	152	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425741.807896	1929.354268	12.36	 0.22	13.11	301.56471	 44.45666	 44.5	0.422	ac27446	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425765.768029	1929.419912	12.38	 0.11	13.89	301.56520	 44.45706	  2.6	0.269	rh01232	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425783.412281	1929.468253	 8.23	 3.27	 8.37	301.56766	 44.45646	-73.7	0.544	i47188	157	1342224512	1074397184	657	0.000010	7,11,12,13,15,28,30	17,19,30	0,4,7,9
APASS_J200615.5+442725	2425789.708273	1929.485502	12.45	 0.34	12.64	301.56073	 44.45568	 86.6	0.283	rh01274	152	8396800	1349386242	384	0.000700	13,23	1,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425790.776218	1929.488428	12.02	 0.50	12.03	301.56620	 44.45545	 57.6	0.634	ac27543	130	8192	1349386240	4480	0.000700	13	17,18,19,21,22,28,30	7,8,12
APASS_J200615.5+442725	2425795.737444	1929.502020	12.25	 0.12	13.39	301.56508	 44.45679	 70.9	0.457	ac27559	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425795.780038	1929.502137	12.65	 0.20	13.25	301.56391	 44.45713	 21.1	0.279	ac27560	130	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425795.809818	1929.502219	12.26	 0.11	15.21	301.56462	 44.45708	-77.3	0.197	md24326	139	128	1483671552	520	0.000010	7	11,16,17,18,19,21,22,27,28,30	3,9
APASS_J200615.5+442725	2425795.809818	1929.502219	12.32	 0.07	15.69	301.56464	 44.45713	-75.8	0.057	mc24326	152	0	1349452800	704	0.000010		10,16,17,18,19,21,22,28,30	6,7,9
APASS_J200615.5+442725	2425796.773528	1929.504859	12.49	 0.26	12.49	301.55983	 44.45808	-60.3	0.317	ac27565	130	8192	1349388290	256	0.000700	13	1,11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425796.788417	1929.504900	12.12	 0.15	15.00	301.56473	 44.45742	-43.6	0.250	i47205	157	0	1349451776	640	0.000700		16,17,18,19,21,22,28,30	7,9
APASS_J200615.5+442725	2425797.759052	1929.507559	12.66	 0.50	12.87	301.56392	 44.45546	-21.2	0.183	i47210	151	276865024	1080688643	640	0.000700	13,15,23,28	0,1,17,19,21,22,30	7,9
APASS_J200615.5+442725	2425804.715540	1929.526618	12.22	 0.15	13.78	301.56463	 44.45686	 73.7	0.370	mb02388	152	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425804.723158	1929.526639	12.29	 0.18	12.95	301.56220	 44.45704	 71.3	0.460	ac27590	151	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425805.744692	1929.529438	12.64	 0.29	12.97	301.56505	 44.45667	 51.2	0.361	ac27596	151	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425807.745165	1929.534918	12.40	 0.21	12.89	301.56388	 44.45759	 17.9	0.256	ac27601	151	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425807.775984	1929.535003	12.47	 0.10	14.17	301.56498	 44.45734	 59.0	0.427	md24355	146	0	1349453824	512	0.000010		11,16,17,18,19,21,22,28,30	9
APASS_J200615.5+442725	2425807.788449	1929.535037	12.52	 0.24	13.00	301.56558	 44.45873	 36.3	0.393	ac27602	148	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425808.726181	1929.537606	12.36	 0.16	12.98	301.56473	 44.45573	 66.3	0.371	ac27607	151	0	1349453824	256	0.000700		11,16,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425809.741479	1929.540388	12.11	 0.59	12.44	301.56227	 44.45847	-71.9	0.464	ac27612	151	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425809.775414	1929.540481	12.06	 0.20	13.13	301.56432	 44.45720	 78.3	0.290	mb02398	152	16384	1349451776	384	0.007500	14	16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425822.707585	1929.575911	12.76	 0.32	12.78	301.56602	 44.45632	-21.0	0.515	ac27637	151	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425823.678549	1929.578571	12.33	 0.35	12.64	301.56451	 44.45742	-50.4	0.401	ac27642	151	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425824.693143	1929.581351	12.36	 0.10	14.01	301.56466	 44.45719	  7.3	0.165	mb02406	152	0	1349451776	384	0.007500		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425824.740238	1929.581480	12.28	 0.38	12.32	301.56636	 44.45585	-82.3	0.196	ac27649	130	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425825.671724	1929.584032	12.25	 0.26	12.25	301.56609	 44.45723	 31.8	0.234	rh01382	152	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425825.845556	1929.584508	12.28	 0.18	13.24	301.56583	 44.45727	-64.8	0.460	mb02411	151	0	1349451776	384	0.007500		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425826.759381	1929.587012	12.39	 0.15	13.37	301.56327	 44.45717	-88.1	0.177	ac27658	158	0	1349451776	384	0.000700		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425829.758139	1929.595228	12.00	 0.13	12.44	301.56505	 44.45777	-75.3	0.423	mb02417	152	8192	1349386240	384	0.007500	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425830.614134	1929.597573	12.55	 0.23	12.56	301.56122	 44.45603	 50.3	0.340	ac27665	158	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425830.725619	1929.597878	12.36	 0.20	12.36	301.56619	 44.45755	 81.8	0.485	mb02419	143	8192	1349386240	384	0.007500	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425848.671969	1929.647046	12.30	 1.70	12.37	301.56882	 44.45720	-66.8	0.399	ac27699	158	12288	1349386240	384	0.000700	12,13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425867.581369	1929.698853	12.45	 0.25	12.83	301.56317	 44.45581	 24.0	0.104	ac27733	151	8192	1349388288	256	0.000700	13	11,17,18,19,21,22,28,30	8
APASS_J200615.5+442725	2425870.664830	1929.707301	12.67	 0.32	12.77	301.56857	 44.45659	 39.9	0.646	mb02436	143	8192	1349388288	4352	0.007500	13	11,17,18,19,21,22,28,30	8,12
APASS_J200615.5+442725	2425874.595328	1929.718069	12.21	 0.39	12.42	301.56326	 44.45541	 89.0	0.549	ac27747	158	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425876.566614	1929.723470	12.60	 0.34	12.64	301.56207	 44.45660	 -0.6	0.232	ac27756	158	8192	1349386240	384	0.000700	13	17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425878.593785	1929.729024	12.28	 0.23	13.24	301.56488	 44.45834	 73.8	0.357	mb02442	143	0	1349451776	384	0.007500		16,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425879.697919	1929.732049	12.62	 0.42	12.81	301.56184	 44.45603	 47.9	0.183	mb02446	143	8192	1349386242	384	0.007500	13	1,17,18,19,21,22,28,30	7,8
APASS_J200615.5+442725	2425889.597880	1929.759172	12.35	 0.10	14.14	301.56533	 44.45700	-44.1	0.220	mb02450	152	0	1349453826	256	0.007500		1,11,16,17,18,19,21,22,28,30	8
