title  Photometry data for N0302221335 from search centered on 20_06_15.4553_+44_27_24.793 using the gsc2.3.2 calibration catalog
REF	Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
N0302221335	2429881.604945	1940.688811	12.46	 0.31	14.58	301.56417	 44.45715	  3.1	0.197	bm02639	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429887.539611	1940.705026	12.32	 0.45	12.99	301.56504	 44.45729	 37.2	0.316	bm02658	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429892.522026	1940.718639	12.41	 0.27	14.32	301.56482	 44.45689	 38.5	0.066	bm02668	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429892.558731	1940.718740	12.25	 0.32	13.20	301.56446	 44.45755	 -5.8	0.246	bm02669	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429900.503065	1940.740446	11.73	 0.29	12.17	301.56378	 44.45723	 80.8	0.315	fa04622	164	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2429900.527455	1940.740512	12.23	 0.22	12.58	301.56956	 44.45587	 -7.6	0.400	ai35892	164	33562624	1349412864	0	0.000700	13,25	11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2429900.539228	1940.740544	12.46	 0.36	13.29	301.56534	 44.45725	-57.9	0.477	ac35929	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429901.499957	1940.743169	12.32	 0.36	14.77	301.56465	 44.45691	 69.8	0.261	bm02722	108	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429901.535969	1940.743268	12.43	 0.28	13.66	301.56484	 44.45723	-25.5	0.068	bm02723	108	64	1349476352	0	0.000700	6	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429912.485465	1940.773184	12.04	 0.30	14.10	301.56437	 44.45728	-56.7	0.265	bm02772	108	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429912.512969	1940.773259	12.19	 0.25	13.99	301.56464	 44.45747	-71.1	0.412	rh09907	108	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429912.520587	1940.773280	12.47	 0.38	12.75	301.56441	 44.45686	-34.4	0.718	ac35957	108	8320	1479434240	0	0.000700	7,13	13,14,17,18,19,21,27,28,30	UNINIT
N0302221335	2429912.524246	1940.773290	12.48	99.00	13.77	301.56456	 44.45657	 54.8	0.183	bm02773	108	4096	1349476352	0	0.000700	12	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429913.506391	1940.775974	12.52	 0.24	14.15	301.56446	 44.45746	-81.8	0.278	rh09915	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429913.517818	1940.776005	12.61	 0.28	13.36	301.56535	 44.45603	-31.7	0.543	ac35962	159	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429923.515040	1940.803320	12.44	 0.35	12.51	301.56848	 44.45850	-64.2	0.506	ai35973	168	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2429924.533043	1940.806101	12.27	 0.24	13.21	301.56706	 44.45725	 85.7	0.334	ai35978	164	0	1349476354	0	0.000700		1,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429927.468478	1940.814122	12.35	 0.29	13.63	301.56444	 44.45670	 32.7	0.477	bm02853	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429927.514680	1940.814248	12.37	 0.32	15.48	301.56466	 44.45701	-18.4	0.381	rh09958	108	512	1886349312	0	0.000700	9	11,13,14,16,17,18,19,21,22,28,29,30	UNINIT
N0302221335	2429927.531993	1940.814295	12.24	 0.30	13.21	301.56622	 44.45796	-53.6	0.465	ac36004	135	0	1349478402	0	0.000700		1,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2429929.464464	1940.819575	12.15	 0.43	12.75	301.56126	 44.45541	-87.6	0.190	ai35998	163	128	1479499778	0	0.000700	7	1,13,14,16,17,18,19,21,27,28,30	UNINIT
N0302221335	2429929.518134	1940.819722	11.48	 0.18	13.09	301.56286	 44.45088	 59.7	0.685	ai35999	168	33554432	1349412866	0	0.000700	25	1,11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2429930.515707	1940.822447	11.83	 0.16	13.12	301.57538	 44.45795	 82.2	0.614	ai36005	164	41943040	1349412865	0	0.000700	23,25	0,11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2429934.526766	1940.833406	12.43	 0.28	12.54	301.57032	 44.46024	-51.6	0.134	ai36017	164	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2429937.538520	1940.841635	12.33	 0.22	12.62	301.56119	 44.45574	 52.8	0.493	ai36028	163	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2429956.467754	1940.893355	11.91	 0.36	12.66	301.57100	 44.45808	 60.2	0.328	ai36090	164	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430092.851536	1941.266717	12.44	 0.23	14.16	301.56528	 44.45761	-82.9	0.250	ac36381	108	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430132.799112	1941.376162	12.47	 0.30	13.42	301.56623	 44.45750	 57.6	0.266	ac36420	108	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430133.760759	1941.378797	12.54	 0.31	13.83	301.56543	 44.45690	 88.2	0.278	ac36423	98	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430133.788116	1941.378872	12.55	 0.78	12.79	301.57140	 44.45817	 78.1	0.282	ai36527	164	10240	1349410816	0	0.000700	11,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430140.798753	1941.398079	12.45	99.00	12.46	301.56120	 44.45548	-78.3	0.153	ac36436	97	33566720	1349412864	0	0.000700	12,13,25	11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430144.784892	1941.409000	12.27	 0.34	13.45	301.56408	 44.45724	 38.0	0.283	ac36439	135	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430144.794242	1941.409025	12.34	 0.32	12.87	301.56069	 44.45817	-87.0	0.318	ai36543	167	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430145.793979	1941.411764	12.14	 0.27	14.18	301.56301	 44.45701	-59.2	0.492	ac36442	98	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430155.803458	1941.439188	12.12	 0.46	12.46	301.56539	 44.45773	 52.7	0.387	ac36448	159	8704	1886281728	0	1.000000	9,13	13,14,17,18,19,21,22,28,29,30	UNINIT
N0302221335	2430157.688305	1941.444352	12.31	 0.32	12.60	301.56640	 44.45724	-16.4	0.134	ac36453	98	33562624	1349410816	0	0.000700	13,25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430162.765229	1941.458261	11.96	 0.47	12.01	301.56412	 44.46018	 24.6	0.608	ac36455	159	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430166.782160	1941.469266	12.59	 0.23	13.32	301.56492	 44.45665	 15.2	0.361	ac36465	98	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430169.794852	1941.477520	12.39	 0.28	12.69	301.56371	 44.45824	 63.7	0.180	ai36580	164	8192	1349410818	0	0.000700	13	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430171.736132	1941.482839	11.87	 0.20	12.85	301.57497	 44.45833	 79.9	0.488	ai36583	164	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430172.707809	1941.485501	10.02	 1.22	12.30	301.55318	 44.46548	-73.6	0.169	ai36586	168	277911552	1349148672	0	0.000700	11,12,15,20,23,28	13,14,17,19,21,22,28,30	UNINIT
N0302221335	2430172.785378	1941.485713	12.40	 0.21	12.92	301.56526	 44.45709	 29.7	0.212	ac36477	97	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430173.741127	1941.488332	12.17	 0.27	13.37	301.56278	 44.45645	 34.4	0.300	ac36479	98	0	1349476355	0	0.000700		0,1,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430185.773123	1941.521296	12.63	 0.31	12.85	301.56452	 44.45718	  8.6	0.299	rh10445	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430192.713661	1941.540311	12.40	 0.40	14.46	301.56458	 44.45699	 25.4	0.159	rh10462	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430196.696240	1941.551223	12.30	 0.31	13.20	301.56694	 44.45908	-89.1	0.492	ai36623	164	0	1349476355	0	0.000700		0,1,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430197.696297	1941.553962	12.54	 0.30	12.84	301.56499	 44.45798	 32.7	0.184	ai36626	164	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430200.720014	1941.562247	12.26	 0.36	13.00	301.56477	 44.45792	-15.6	0.396	rh10479	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430201.783093	1941.565159	11.77	 2.08	11.80	301.56619	 44.45730	 25.3	0.421	ac36519	135	12288	1349412864	0	0.000700	12,13	11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430215.729420	1941.603368	12.34	 0.38	12.98	301.56577	 44.45752	  4.2	0.594	ac36546	108	268435456	1349476352	0	0.000700	28	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430217.697650	1941.608761	12.63	 0.43	12.82	301.56731	 44.45596	 54.4	0.371	ac36551	135	8192	1349410818	0	0.000700	13	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430219.684923	1941.614205	12.69	 0.38	13.01	301.56795	 44.45458	 45.6	0.416	ai36680	164	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430224.676115	1941.627880	12.28	 0.38	13.53	301.56625	 44.45793	 62.5	0.271	ai36690	164	0	1349478403	0	0.000700		0,1,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430227.650599	1941.636029	11.81	 0.20	12.48	301.56690	 44.45279	 58.7	0.723	ai36694	164	33554432	1349410816	0	0.000700	25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430228.705345	1941.638919	12.13	 0.16	12.91	301.57803	 44.45881	 88.0	0.542	ai36699	164	41943040	1349410816	0	0.000700	23,25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430231.611951	1941.646882	11.89	 0.87	12.04	301.57137	 44.45899	 72.8	0.315	ai36706	168	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430239.644384	1941.668889	12.09	 0.16	13.26	301.56402	 44.45812	-26.8	0.246	rh10541	143	128	1349476352	0	0.000700	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430240.660339	1941.671672	12.25	 0.36	12.84	301.56576	 44.45580	-24.8	0.580	ac36598	159	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430244.664589	1941.682643	12.24	 0.29	12.78	301.56483	 44.45801	-22.0	0.265	rh10547	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430249.600978	1941.696167	12.35	 0.21	14.16	301.56577	 44.45722	 38.4	0.328	ac36613	159	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430250.540399	1941.698741	12.29	 0.22	14.88	301.56465	 44.45705	 -2.4	0.124	rh10550	108	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430250.557366	1941.698787	12.24	 0.29	13.40	301.56882	 44.45696	 75.4	0.478	ai36749	164	0	1349476355	0	0.000700		0,1,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430250.639777	1941.699013	12.06	 0.30	12.68	301.56522	 44.45517	 38.7	0.226	ai36750	168	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430251.637025	1941.701745	12.51	 0.47	12.52	301.56361	 44.45760	-28.7	0.251	ac36628	151	8192	1349412864	0	0.000700	13	11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430251.637025	1941.701745	12.57	 0.33	12.70	301.56491	 44.45560	-63.4	0.157	ai36757	164	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430253.556724	1941.707005	12.58	 0.25	13.17	301.56339	 44.45706	 31.5	0.337	ai36765	164	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430254.524884	1941.709657	12.07	 0.29	12.53	301.56540	 44.45642	 65.3	0.241	ai36769	167	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430255.548098	1941.712461	12.26	 0.31	13.74	301.56502	 44.45758	-15.2	0.503	rh10570	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430257.621880	1941.718142	12.41	 0.24	12.87	301.56693	 44.45752	 58.3	0.134	ai36782	164	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430259.614980	1941.723603	12.43	 0.33	13.48	301.56468	 44.45649	 -8.9	0.162	ac36658	151	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430259.635952	1941.723660	 9.83	 5.51	10.18	301.55538	 44.44885	-44.1	0.317	fa05705	164	41957376	1349410816	0	0.000700	11,12,13,23,25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430262.575886	1941.731715	12.40	 0.31	15.06	301.56475	 44.45735	  6.8	0.397	rh10611	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430265.576951	1941.739937	12.29	 0.23	13.41	301.56445	 44.45852	  0.1	0.403	ac36678	166	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430265.618849	1941.740052	12.50	 0.20	13.80	301.56502	 44.45640	-12.1	0.398	ac36679	162	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430267.519487	1941.745259	12.64	 0.28	12.86	301.56107	 44.45661	 54.4	0.246	ac36686	135	8192	1349412864	0	0.000700	13	11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430267.576273	1941.745414	12.26	 0.28	13.57	301.56522	 44.45757	 -1.3	0.267	rh10622	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430278.521264	1941.775401	12.47	 0.35	14.31	301.56502	 44.45748	 39.8	0.469	ac36701	166	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430279.500490	1941.778084	12.42	 0.30	14.40	301.56508	 44.45715	 -4.3	0.417	rh10634	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430280.498413	1941.780818	12.39	99.00	13.09	301.56494	 44.45700	-50.8	0.063	ac36710	108	4096	1349476352	0	0.000700	12	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430284.524727	1941.791849	12.48	 0.42	14.48	301.56436	 44.45700	  9.9	0.403	ac36725	159	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430311.522863	1941.865816	12.29	 0.25	13.48	301.56557	 44.45658	 22.7	0.295	ac36793	135	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430333.465594	1941.925933	12.32	 0.43	12.57	301.56165	 44.45679	-79.3	0.118	ac36871	151	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430340.491195	1941.945181	12.39	 0.24	13.55	301.56513	 44.45756	 22.2	0.494	ac36895	135	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430438.878171	1942.214735	11.94	 0.35	11.99	301.56457	 44.45846	-50.4	0.173	ac37146	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430484.825665	1942.340618	12.49	 0.32	12.59	301.56429	 44.45908	-77.9	0.410	ac37231	167	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430505.813952	1942.398120	12.48	 0.33	12.99	301.56505	 44.45706	-59.3	0.110	rh11085	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430526.800435	1942.455618	12.24	 0.26	13.11	301.56435	 44.45761	-73.7	0.554	ac37268	121	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430531.790434	1942.469289	12.80	 0.38	12.88	301.56393	 44.45706	 43.7	0.326	ac37274	108	8704	1886281728	0	0.000700	9,13	13,14,17,18,19,21,22,28,29,30	UNINIT
N0302221335	2430546.737154	1942.510239	11.88	 0.22	12.48	301.56401	 44.45559	 24.9	0.358	ac37285	97	512	1886349312	0	0.000700	9	11,13,14,16,17,18,19,21,22,28,29,30	UNINIT
N0302221335	2430548.742137	1942.515732	12.37	 0.30	13.35	301.56441	 44.45782	 33.1	0.208	ac37290	159	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430548.800660	1942.515892	12.22	 0.26	12.46	301.56540	 44.45646	  5.1	0.443	rh11112	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430554.729716	1942.532136	12.47	 0.41	13.12	301.56435	 44.45730	-40.0	0.241	ac37311	108	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430556.719454	1942.537588	12.21	 1.23	12.37	301.55894	 44.45647	 18.3	0.249	ai37575	163	33566720	1349410816	0	0.000700	12,13,25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430564.705383	1942.559467	12.29	 0.22	13.40	301.56502	 44.45735	-75.3	0.562	rh11147	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430576.667571	1942.592240	12.22	 0.35	12.34	301.56746	 44.45676	 75.0	0.412	ai37612	164	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430597.690214	1942.649836	12.25	 0.27	13.01	301.56467	 44.45697	-35.0	0.509	ac37393	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430603.632215	1942.666116	12.47	 0.20	13.87	301.56456	 44.45722	-12.4	0.189	ac37415	158	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430604.213948	1942.667709	 8.06	 2.36	 9.03	301.56493	 44.46118	-78.9	0.104	ac37419	125	268474880	1617584128	0	0.000700	9,11,12,15,28	13,14,17,19,21,22,29,30	UNINIT
N0302221335	2430605.586214	1942.671469	12.46	 0.35	12.59	301.56818	 44.45563	 40.7	0.083	ac37424	151	8192	1349412864	0	0.000700	13	11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430608.618490	1942.679777	12.20	 0.28	13.68	301.56431	 44.45736	-41.4	0.283	rh11189	108	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430616.558748	1942.701531	12.43	 0.20	13.34	301.56557	 44.45741	 79.2	0.187	ac37442	108	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430616.659015	1942.701806	12.17	 0.29	12.55	301.56553	 44.45339	 40.2	0.319	fa06909	163	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430617.535218	1942.704206	12.48	 0.50	13.00	301.56437	 44.45718	 67.8	0.191	ac37446	98	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430625.584847	1942.726260	12.34	 0.31	13.10	301.56507	 44.45710	-42.8	0.333	rh11204	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430625.628129	1942.726378	11.92	 0.19	12.68	301.56440	 44.45696	-39.5	0.371	rh11205	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430631.604294	1942.742751	12.27	 0.22	12.76	301.56501	 44.45617	 45.8	0.216	ac37467	151	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430632.604995	1942.745493	12.31	 0.30	13.81	301.56471	 44.45699	-11.4	0.491	rh11216	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430633.569880	1942.748137	12.25	 0.29	12.49	301.56133	 44.45330	 24.0	0.622	fa06981	164	33562624	1349410816	0	0.000700	13,25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430633.594268	1942.748203	12.06	 0.30	12.08	301.56518	 44.45774	 -9.9	0.361	ai37762	168	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430635.515677	1942.753468	12.25	 0.37	12.30	301.56061	 44.45738	 70.3	0.505	ai37770	164	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430635.585969	1942.753660	12.13	 0.33	12.36	301.56425	 44.45848	 67.1	0.210	ai37771	168	33562624	1349410816	0	0.000700	13,25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430648.528371	1942.789119	10.06	 0.32	10.90	301.57451	 44.45041	-69.2	0.342	fa07052	163	8388608	1349476352	0	0.000700	23	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430671.512841	1942.852090	12.23	 0.30	13.15	301.56500	 44.45764	 -8.0	0.499	rh11308	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430826.836885	1943.277635	12.17	 0.30	13.96	301.56367	 44.45699	-68.8	0.354	ac37795	98	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430881.773275	1943.428146	12.23	 0.33	12.35	301.56628	 44.45929	-78.5	0.453	ai38221	164	8192	1349410818	0	0.000700	13	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430907.774585	1943.499382	12.32	 0.48	13.12	301.56476	 44.45735	 57.6	0.466	ac37864	135	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430908.785737	1943.502153	12.39	 1.56	12.73	301.56749	 44.45594	 68.4	0.264	ac37867	151	12288	1349412864	0	0.000700	12,13	11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430925.756714	1943.548649	12.68	 0.33	13.49	301.56466	 44.45748	 31.8	0.514	ac37881	108	268435456	1349476352	0	0.000700	28	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430930.717528	1943.562240	12.14	 0.98	12.14	301.56088	 44.45435	-21.7	0.348	ac37892	135	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430938.622725	1943.583898	12.50	 0.24	13.36	301.56409	 44.45662	-82.2	0.439	ac37903	98	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430939.613078	1943.586611	12.19	 0.28	12.92	301.56481	 44.45596	-55.1	0.448	ac37908	97	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430939.613770	1943.586613	11.91	 0.39	12.19	301.56310	 44.45749	-54.0	0.505	ai38293	164	33562624	1349410816	0	0.000700	13,25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430943.658285	1943.597694	12.21	 0.30	13.76	301.56501	 44.45750	 81.9	0.250	ac37915	158	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430943.660017	1943.597699	12.06	 0.24	13.04	301.57374	 44.45708	 82.6	0.566	ai38299	164	33554432	1349410817	0	0.000700	25	0,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430943.743123	1943.597926	12.22	 0.31	12.69	301.56438	 44.45560	 43.4	0.021	ai38300	168	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430956.596838	1943.633142	12.36	 0.26	13.51	301.56291	 44.45791	-78.5	0.364	ac37931	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430959.622568	1943.641432	12.09	 0.36	12.30	301.56169	 44.45656	-83.8	0.243	ai38321	164	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430963.574762	1943.652260	 9.93	 3.71	10.50	301.56595	 44.46224	 21.6	0.328	fa07754	167	268474368	1080713216	0	0.000700	11,12,15,28	13,14,17,19,21,22,30	UNINIT
N0302221335	2430963.579413	1943.652272	12.31	 0.38	12.64	301.56211	 44.45734	-59.9	0.103	ai38331	165	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430965.598864	1943.657805	12.40	 0.29	12.70	301.56677	 44.45866	 77.2	0.311	ai38335	164	8192	1349410818	0	0.000700	13	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430980.661548	1943.699073	12.12	 0.36	12.27	301.56093	 44.45752	 39.7	0.425	ac37964	166	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430986.559151	1943.715231	12.38	 0.36	13.14	301.56167	 44.45945	-78.6	0.356	ai38370	164	33554432	1349410818	0	0.000700	25	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2430986.625287	1943.715412	12.54	 0.36	13.00	301.56564	 44.45884	  9.3	0.437	ac37978	135	8192	1349478400	0	0.000700	13	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430991.549171	1943.728902	12.42	 0.22	13.04	301.56195	 44.45531	-73.2	0.154	ai38380	164	0	1349476355	0	0.000700		0,1,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430991.599727	1943.729040	12.40	 0.36	12.97	301.56594	 44.45645	 34.1	0.579	ac37988	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2430995.634391	1943.740094	12.44	 0.20	13.20	301.56374	 44.45663	  5.5	0.063	ac37993	146	33554432	1349410818	0	0.000700	25	1,13,14,17,18,19,21,22,28,30	UNINIT
