title  Photometry data for N0302221335 from search centered on 20_06_15.4553_+44_27_24.793 using the gsc2.3.2 calibration catalog
REF	Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
N0302221335	2420034.594115	1913.729025	12.14	 0.15	15.57	301.56479	 44.45724	 78.9	0.172	mc03878	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420034.594665	1913.729026	12.11	 0.17	12.67	301.56557	 44.45753	 42.1	0.525	md03878	139	128	1349476352	0	0.000700	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420034.602976	1913.729049	12.34	 2.13	12.52	301.56441	 44.45704	  4.5	0.112	md03879	150	33566848	1349410816	0	0.000700	7,12,13,25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420035.589828	1913.731753	12.49	 0.32	12.96	301.56461	 44.45718	 82.7	0.294	md03897	139	8320	1349410816	0	0.000700	7,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420035.590086	1913.731754	12.43	 0.21	15.70	301.56468	 44.45724	 66.1	0.108	mc03897	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420039.574974	1913.742671	12.24	 0.36	13.31	301.56553	 44.45730	 34.9	0.191	ac14409	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420058.497259	1913.794513	12.16	 0.27	16.66	301.56490	 44.45707	-87.4	0.123	mc04040	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420058.497808	1913.794515	12.33	 0.21	12.84	301.56595	 44.45721	-84.8	0.595	md04040	139	128	1349476352	0	0.000700	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420062.546966	1913.805608	12.24	 0.29	13.09	301.56558	 44.45708	-47.6	0.133	md04058	139	128	1349476352	0	0.000700	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420062.547089	1913.805608	12.25	 0.28	16.46	301.56472	 44.45705	-81.2	0.193	mc04058	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420063.573278	1913.808420	12.39	 0.34	13.40	301.56394	 44.45739	-25.8	0.249	ac14455	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420068.517828	1913.821967	12.44	 0.30	15.74	301.56467	 44.45718	 72.8	0.083	mc04150	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420075.480512	1913.841042	12.21	 0.20	14.65	301.56468	 44.45722	 77.7	0.103	mc04211	97	128	1349478400	0	0.007500	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420075.481115	1913.841044	11.86	 1.41	12.13	301.56567	 44.45820	-88.3	0.528	ac14499	108	12416	1483628544	0	0.000700	7,12,13	13,14,17,18,19,21,22,27,28,30	UNINIT
N0302221335	2420090.473395	1913.882119	11.97	 2.31	12.05	301.56570	 44.45673	 27.9	0.230	ac14565	108	12288	1349410816	0	0.000700	12,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420093.451213	1913.890277	12.29	 0.28	13.02	301.56517	 44.45606	-74.4	0.284	ac14577	108	33554432	1349410816	0	0.000700	25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420097.460883	1913.901263	11.98	 0.47	11.98	301.56361	 44.45707	-85.9	0.445	ac14595	108	8192	1349412864	0	0.000700	13	11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420113.463237	1913.945105	12.58	 0.42	15.66	301.56482	 44.45732	 82.0	0.078	mc04454	141	128	1345282048	0	0.000700	7	13,14,16,17,18,19,21,28,30	UNINIT
N0302221335	2420120.447651	1913.964240	12.31	 0.21	13.40	301.56454	 44.45761	 11.6	0.197	ac14685	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420129.444910	1913.988890	12.18	 0.35	12.50	301.56736	 44.45535	-34.1	0.339	ac14699	108	8396800	1349410816	0	0.000700	13,23	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420232.868493	1914.272242	12.57	 0.29	13.58	301.56461	 44.45731	-49.8	0.436	mc05287	157	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420283.765299	1914.411686	12.24	 0.27	13.08	301.56679	 44.45627	-40.9	0.228	ac15220	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420301.811536	1914.461127	12.35	 0.30	16.05	301.56472	 44.45707	-69.7	0.111	mc05711	103	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420306.820720	1914.474851	12.26	 0.24	16.03	301.56477	 44.45722	 48.4	0.078	mc05768	97	128	1349478400	0	0.007500	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420317.754077	1914.504806	12.27	 0.32	16.49	301.56470	 44.45714	-25.0	0.122	mc05821	97	128	1345285120	0	0.007500	7	10,11,13,14,16,17,18,19,21,28,30	UNINIT
N0302221335	2420318.750341	1914.507535	12.52	99.00	12.89	301.56351	 44.45695	 77.8	0.485	md05832	139	8401024	1349410818	0	0.000010	7,12,13,23	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420318.750341	1914.507535	12.36	 0.24	12.85	301.56397	 44.45731	-82.6	0.612	mc05832	141	8396928	1349410816	0	0.000010	7,13,23	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420318.769387	1914.507587	12.30	 3.46	12.31	301.56545	 44.45738	 47.3	0.375	md05834	150	14464	1349410816	0	0.000010	7,11,12,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420334.781487	1914.551456	12.48	 1.16	12.80	301.56633	 44.45706	 24.8	0.199	ac15338	108	12288	1349410816	0	0.000700	12,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420336.746282	1914.556839	11.96	 0.18	12.81	301.56562	 44.45759	 61.2	0.474	ac15346	123	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420369.639370	1914.646957	12.05	 0.30	13.16	301.56457	 44.45699	-51.3	0.211	ac15396	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420375.583452	1914.663242	12.13	 0.38	12.45	301.56214	 44.45769	 59.5	0.365	ac15415	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420384.585747	1914.687906	11.95	 0.21	11.96	301.56540	 44.45762	-83.1	0.431	ac15441	108	8192	1349412864	0	0.000700	13	11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420385.596156	1914.690674	12.21	 0.32	12.48	301.56604	 44.45716	 85.8	0.175	ac15448	108	8192	1349412864	0	0.000700	13	11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420388.568404	1914.698818	12.32	 0.21	16.31	301.56475	 44.45702	-15.1	0.048	mc06213	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420391.572948	1914.707049	12.88	 0.34	16.27	301.56485	 44.45712	-63.4	0.531	h01044	161	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420391.575775	1914.707057	13.72	 0.30	13.87	301.56441	 44.45744	-80.2	0.462	h01044_s1	161	2107520	1349410818	0	0.007500	7,11,13,21	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420392.547312	1914.709719	12.26	 0.35	16.50	301.56477	 44.45707	  6.4	0.093	mc06305	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420393.532235	1914.712417	11.67	 0.40	11.75	301.56892	 44.45713	-72.3	0.247	ac15496	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420393.586286	1914.712565	12.90	 0.39	15.23	301.56474	 44.45716	 74.2	0.035	mc06340	97	268452032	1349413888	0	0.007500	6,7,14,28	10,11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420395.569235	1914.717998	12.19	 0.27	16.37	301.56489	 44.45697	-58.5	0.171	mc06379	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420395.569659	1914.717999	11.79	 0.18	12.28	301.57632	 44.45511	-78.4	0.608	ac15509	108	8396800	1349412866	0	0.000700	13,23	1,11,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420403.521383	1914.739785	12.45	 0.21	13.49	301.56477	 44.45725	 40.8	0.173	md06473	139	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420403.521383	1914.739785	12.75	 0.22	13.77	301.56497	 44.45709	 84.6	0.117	mc06473	141	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420409.572092	1914.756362	12.24	 0.31	13.55	301.56451	 44.45751	  8.8	0.236	md06561	150	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420409.572092	1914.756362	12.74	 0.21	13.72	301.56443	 44.45718	-53.5	0.230	mc06561	157	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420411.554557	1914.761793	12.21	 0.20	13.60	301.56405	 44.45683	 45.7	0.170	md06587	139	128	1349478400	0	0.000010	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420411.554557	1914.761793	12.58	 0.22	13.99	301.56479	 44.45705	-88.8	0.070	mc06587	141	128	1349478400	0	0.000010	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420415.537602	1914.772706	12.07	 0.35	12.57	301.56438	 44.45728	-14.6	0.415	ac15593	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420417.515098	1914.778124	12.94	 0.20	16.74	301.56462	 44.45708	-62.8	0.497	h01176	160	0	1349476352	0	0.000010		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420418.483472	1914.780777	12.38	 0.30	15.88	301.56472	 44.45721	 34.9	0.028	mc06635	103	128	1349477376	0	0.007500	7	10,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420418.491472	1914.780799	12.23	 0.31	16.17	301.56466	 44.45704	-43.4	0.091	mc06636	103	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420454.483073	1914.879406	12.34	 0.18	12.98	301.56069	 44.45274	 33.6	0.718	ac15736	108	75497472	1349410819	0	0.000700	23,26	0,1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420460.457410	1914.895774	12.10	 0.39	12.24	301.56243	 44.45559	 73.5	0.111	ac15770	108	8192	1349410818	0	0.000700	13	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420567.902931	1915.190145	12.29	 0.37	12.59	301.56489	 44.45713	  4.4	0.420	ac16234	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420577.877949	1915.217474	12.20	99.00	12.21	301.56834	 44.45885	 22.7	0.159	ac16306	98	12416	1483628546	0	0.000700	7,12,13	1,13,14,17,18,19,21,22,27,28,30	UNINIT
N0302221335	2420583.872363	1915.233897	12.26	 0.26	15.30	301.56473	 44.45731	 -9.7	0.260	md08314	139	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420583.872363	1915.233897	12.72	 0.20	15.20	301.56485	 44.45714	-19.1	0.014	mc08314	141	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420601.818783	1915.283065	12.26	 0.84	12.27	301.56739	 44.45315	-56.7	0.368	ac16400	108	8396800	1349410819	0	0.000700	13,23	0,1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420601.861031	1915.283181	12.56	 0.35	12.66	301.56728	 44.45844	 -3.8	0.431	ac16401	166	8192	1349410818	0	0.000700	13	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420604.805822	1915.291249	12.31	 0.37	15.92	301.56475	 44.45710	-45.0	0.455	mc08430	128	128	1349476352	0	0.007500	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420604.806212	1915.291250	12.28	 0.20	14.06	301.56488	 44.45743	-51.8	0.367	md08430	139	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420604.840824	1915.291345	12.22	 0.27	14.64	301.56453	 44.45726	-22.1	0.216	mc08431	128	128	1349478400	0	0.007500	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420605.798328	1915.293968	12.40	99.00	12.42	301.56712	 44.46027	-13.8	0.441	ac16408	98	33566720	1349410816	0	0.000700	12,13,25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420627.807100	1915.354266	12.11	 0.28	13.21	301.56290	 44.45762	 86.1	0.508	ac16440	108	33554432	1349410816	0	0.000700	25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420650.687867	1915.416953	12.24	 0.36	16.28	301.56475	 44.45697	-20.1	0.133	mc08655	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420650.688659	1915.416955	12.44	99.00	13.64	301.56464	 44.45720	-45.4	0.237	md08655	139	4224	1349476352	0	0.000010	7,12	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420652.664952	1915.422370	12.31	 0.44	17.05	301.56478	 44.45715	-23.4	0.128	mc08656	128	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420652.665911	1915.422372	12.31	 0.29	14.28	301.56496	 44.45708	-79.8	0.178	md08656	139	128	1349478400	0	0.000010	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420652.703954	1915.422477	12.40	 0.31	13.71	301.56479	 44.45697	-10.3	0.086	mc08657	128	128	1349476352	0	0.007500	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420685.777157	1915.513088	12.34	 0.30	15.60	301.56469	 44.45720	-78.5	0.022	mc08759	128	128	1349478400	0	0.007500	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420685.811035	1915.513181	11.96	 0.44	12.74	301.56445	 44.45674	-76.4	0.322	ac16567	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420688.759238	1915.521258	12.25	 0.35	15.56	301.56472	 44.45703	  8.9	0.034	mc08779	97	128	1349478400	0	0.007500	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420688.768238	1915.521283	12.22	 0.33	15.28	301.56469	 44.45712	 78.2	0.166	mc08780	97	128	1349478400	0	0.007500	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420691.735313	1915.529412	12.20	 0.20	15.42	301.56488	 44.45707	 60.1	0.049	mc08811	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420694.719382	1915.537587	12.29	 0.21	15.26	301.56466	 44.45704	 70.2	0.263	mc08835	97	128	1349479424	0	0.007500	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420694.727382	1915.537609	12.38	 0.29	15.02	301.56480	 44.45715	 45.4	0.065	mc08836	97	128	1349478402	0	0.007500	7	1,11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420759.610476	1915.715371	12.25	 0.38	12.93	301.56412	 44.45758	-79.9	0.104	ac16749	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420775.566300	1915.759086	12.40	99.00	12.52	301.56534	 44.45690	 -2.3	0.301	ac16808	98	12288	1349410816	0	0.000700	12,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420777.607860	1915.764679	11.97	 0.33	12.52	301.56562	 44.45737	 55.2	0.295	ac16813	166	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420787.612718	1915.792090	12.09	 0.35	12.72	301.56380	 44.45772	-22.9	0.250	ac16848	166	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420793.547608	1915.808350	12.37	 0.28	13.60	301.56478	 44.45734	  7.9	0.475	md09403	139	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420793.547608	1915.808350	12.90	 0.78	13.12	301.56466	 44.45722	-60.6	0.248	mc09403	141	8320	1349410816	0	0.000010	7,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420796.546789	1915.816567	12.62	 0.34	13.09	301.56494	 44.45727	 20.7	0.162	md09430	139	8320	1349410816	0	0.000010	7,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420796.546789	1915.816567	12.30	 0.29	12.78	301.56407	 44.45703	 76.4	0.238	mc09430	141	8396928	1349410816	0	0.000010	7,13,23	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420808.519831	1915.849369	12.16	 0.27	13.48	301.56535	 44.45658	-20.3	0.304	ac16937	108	0	1349478400	0	0.000700		11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420824.513834	1915.893189	11.97	 0.28	12.41	301.56490	 44.45884	 15.9	0.417	ac17020	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420827.499512	1915.901369	12.34	 0.28	17.26	301.56473	 44.45733	 66.6	0.035	mc09800	132	640	1886350336	0	1.000000	7,9	10,11,13,14,16,17,18,19,21,22,28,29,30	UNINIT
N0302221335	2420828.447327	1915.903965	12.38	 0.28	13.04	301.56417	 44.45703	 38.9	0.542	ac17032	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420828.461869	1915.904005	12.55	 0.31	14.32	301.56471	 44.45703	-52.1	0.179	md09800	139	128	1349476352	0	0.000700	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420833.486772	1915.917772	12.45	99.00	12.83	301.56493	 44.45509	 26.6	0.311	ac17058	98	12288	1349410816	0	0.000700	12,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420843.535557	1915.945303	12.24	 0.26	13.12	301.56395	 44.45688	 -8.7	0.459	ac17098	166	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420847.495732	1915.956153	12.06	 1.42	12.25	301.56587	 44.45899	 36.6	0.179	ac17115	166	12288	1349410816	0	0.000700	12,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420940.897166	1916.211468	11.71	 0.40	11.81	301.56199	 44.45654	 38.6	0.429	ac17417	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420983.499402	1916.327867	12.26	 0.29	17.16	301.56470	 44.45717	 13.6	0.022	mc10727	132	640	1886350336	0	1.000000	7,9	10,11,13,14,16,17,18,19,21,22,28,29,30	UNINIT
N0302221335	2420984.821610	1916.331480	12.20	 0.25	14.66	301.56446	 44.45702	-52.9	0.151	md10727	139	128	1349478400	0	0.007500	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420995.820470	1916.361531	12.30	 0.51	12.64	301.56397	 44.45736	 80.9	0.236	ac17587	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2420997.799286	1916.366938	12.50	 0.30	14.65	301.56494	 44.45694	 80.4	0.180	md10750	139	128	1349476352	0	0.007500	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2420997.799286	1916.366938	12.66	 0.18	15.23	301.56483	 44.45703	-29.2	0.166	mc10750	141	128	1349476352	0	0.007500	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421037.781322	1916.476178	11.83	 0.37	12.40	301.56411	 44.45539	 30.0	0.482	ac17673	166	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421041.501864	1916.486344	12.23	99.00	16.53	301.56470	 44.45718	-20.0	0.097	mc10865	132	4736	1886350336	0	1.000000	7,9,12	10,11,13,14,16,17,18,19,21,22,28,29,30	UNINIT
N0302221335	2421044.764867	1916.495259	11.85	 0.47	11.95	301.56281	 44.45799	 71.2	0.236	ac17696	166	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2421046.776089	1916.500754	12.02	 0.40	12.46	301.56647	 44.45792	  3.6	0.165	ac17705	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2421073.502619	1916.573778	12.23	 0.19	16.01	301.56457	 44.45723	 16.1	0.061	mc10949	132	640	1886349312	0	1.000000	7,9	11,13,14,16,17,18,19,21,22,28,29,30	UNINIT
N0302221335	2421087.587612	1916.612261	12.42	 0.39	13.87	301.56458	 44.45707	 48.9	0.240	md10995	139	128	1349478400	0	0.007500	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421087.587612	1916.612261	12.81	 0.41	14.99	301.56483	 44.45704	 51.5	0.105	mc10995	142	128	1345282048	0	0.007500	7	13,14,16,17,18,19,21,28,30	UNINIT
N0302221335	2421091.650449	1916.623362	12.27	 0.30	13.03	301.56457	 44.45691	-54.1	0.288	md11036	139	128	1349476352	0	0.007500	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421091.650449	1916.623362	12.77	 1.01	12.90	301.56450	 44.45720	-75.1	0.347	mc11036	142	12416	1349410818	0	0.007500	7,12,13	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2421094.502718	1916.631155	12.42	 0.32	17.35	301.56473	 44.45711	 19.5	0.013	mc11048	132	640	1886348288	0	1.000000	7,9	10,13,14,16,17,18,19,21,22,28,29,30	UNINIT
N0302221335	2421095.557103	1916.634036	12.31	 0.26	12.99	301.56517	 44.45706	-40.9	0.226	md11047	139	128	1349476352	0	0.007500	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421095.599695	1916.634152	12.41	 0.28	14.63	301.56446	 44.45703	-25.8	0.088	md11048	139	128	1349478400	0	0.007500	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421109.626087	1916.672476	12.28	99.00	12.85	301.56465	 44.45705	-41.8	0.107	ac17844	108	4096	1349476352	0	0.000700	12	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421116.616136	1916.691574	12.34	 0.38	13.08	301.56520	 44.45699	 76.8	0.317	md11151	150	128	1349476352	0	0.007500	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421120.617659	1916.702507	12.25	 1.32	12.67	301.56451	 44.45744	 67.0	0.443	md11177	146	12416	1349410816	0	0.007500	7,12,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2421125.502250	1916.715853	12.21	 0.26	17.02	301.56474	 44.45711	-69.5	0.091	mc11203	132	640	1886349312	0	1.000000	7,9	11,13,14,16,17,18,19,21,22,28,29,30	UNINIT
N0302221335	2421126.569676	1916.718770	12.34	 0.35	15.06	301.56483	 44.45729	-15.4	0.073	md11203	139	128	1349478400	0	0.007500	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421148.517532	1916.778736	12.75	 0.25	13.45	301.56460	 44.45728	 47.3	0.428	md11290	139	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421148.517532	1916.778736	12.50	 0.22	13.51	301.56505	 44.45701	 86.8	0.240	mc11290	142	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421148.572818	1916.778887	12.37	 0.25	12.85	301.56459	 44.45707	 57.6	0.404	md11296	146	8320	1349410816	0	0.000010	7,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2421153.588456	1916.792591	12.08	 0.36	12.28	301.56423	 44.45724	 22.2	0.729	ac18021	145	33562624	1349410816	0	0.000700	13,25	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2421170.516539	1916.838843	12.43	 0.21	13.48	301.56446	 44.45707	-21.4	0.157	md11502	139	128	1349476352	0	0.000010	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421170.516539	1916.838843	12.79	99.00	13.33	301.56496	 44.45713	-51.8	0.489	mc11502	142	4224	1349476352	0	0.000010	7,12	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421170.527243	1916.838872	12.66	 0.47	12.95	301.56500	 44.45724	 63.4	0.364	md11503	146	8320	1349410816	0	0.000010	7,13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2421174.452974	1916.849598	12.66	 0.16	13.79	301.56478	 44.45740	 85.9	0.496	mf00301	159	128	1349476352	0	0.000700	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421179.461251	1916.863282	12.78	99.00	13.24	301.56474	 44.45710	 73.5	0.414	mc11625	142	12416	1349410818	0	0.000010	7,12,13	1,13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2421182.454305	1916.871460	12.34	 0.25	13.36	301.56688	 44.45790	 21.3	0.307	ac18167	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421214.493285	1916.958998	12.34	 0.37	12.56	301.56437	 44.45988	 14.7	0.677	ac18308	166	8396800	1349410816	0	0.000700	13,23	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2421318.839859	1917.244767	12.21	 0.35	13.02	301.56551	 44.45814	 21.9	0.440	ac18743	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421323.817379	1917.258404	12.63	 0.17	15.31	301.56473	 44.45715	-44.6	0.138	mc12777	144	128	1349478400	0	0.000010	7	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421360.821810	1917.359786	11.94	 0.41	11.94	301.56731	 44.45671	 29.6	0.331	ac18830	108	8192	1349410816	0	0.000700	13	13,14,17,18,19,21,22,28,30	UNINIT
N0302221335	2421461.668710	1917.636079	12.39	 0.28	13.55	301.56478	 44.45755	  8.5	0.441	mf00872	128	128	1349476352	0	0.007500	7	13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421494.683088	1917.726529	12.68	99.00	15.64	301.56481	 44.45708	 41.7	0.044	mc13588	142	4224	1349478400	0	0.000010	7,12	11,13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421540.514582	1917.852095	12.41	 0.28	13.05	301.56439	 44.45582	 42.1	0.628	ac19411	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421543.539838	1917.860383	12.35	 0.33	12.94	301.56551	 44.45770	 30.7	0.611	ac19432	108	0	1349476352	0	0.000700		13,14,16,17,18,19,21,22,28,30	UNINIT
N0302221335	2421545.552058	1917.865896	12.64	 0.20	16.24	301.56476	 44.45709	 83.9	0.024	mc14262	142	128	1349479424	0	0.000010	7	10,11,13,14,16,17,18,19,21,22,28,30	UNINIT
