title  Photometry data for K8462852 from search centered on KIC8462852 using the kepler calibration catalog
REF	Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
K8462852	2420385.596156	1914.690674	12.08	 0.31	12.78	301.56615	 44.45733	 85.8	0.175	ac15448	164	33554432	1357787136	384	0.000700	25	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420388.568511	1914.698818	11.95	 0.43	15.91	301.56474	 44.45708	-15.1	0.048	mc06213	164	128	1357855744	593	0.000010	7	10,11,12,13,16,17,18,19,21,22,23,28,30	0,4,6,9
K8462852	2420391.572948	1914.707049	12.53	 0.32	15.84	301.56488	 44.45712	-63.4	0.531	h01044	164	128	1357852672	641	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420392.546762	1914.709717	11.83	 0.33	16.00	301.56477	 44.45711	  6.4	0.093	mc06305	164	128	1357853696	721	0.000010	7	10,12,13,16,17,18,19,21,22,23,28,30	0,4,6,7,9
K8462852	2420393.532235	1914.712417	11.52	 0.87	11.57	301.56891	 44.45711	-72.3	0.247	ac15496	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420393.586251	1914.712565	12.14	 0.31	14.09	301.56473	 44.45712	 74.1	0.035	mc06340	164	302006464	1357528064	593	0.000010	6,7,14,25,28	10,11,12,13,17,19,21,22,23,28,30	0,4,6,9
K8462852	2420395.568966	1914.717997	11.97	 0.33	15.84	301.56478	 44.45712	-58.5	0.171	mc06379	164	128	1357855744	593	0.000010	7	10,11,12,13,16,17,18,19,21,22,23,28,30	0,4,6,9
K8462852	2420395.569659	1914.717999	11.63	 0.30	12.29	301.57677	 44.45514	-78.4	0.608	ac15509	164	8388608	1357787138	4480	0.000700	23	1,12,13,17,18,19,21,22,23,28,30	7,8,12
K8462852	2420403.521383	1914.739785	12.44	 0.22	13.45	301.56499	 44.45707	 84.7	0.117	mc06473	164	128	1357852672	657	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,4,7,9
K8462852	2420403.521383	1914.739785	12.07	 0.26	13.12	301.56472	 44.45728	 40.8	0.173	md06473	164	128	1357852672	641	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420409.572092	1914.756362	12.46	 0.27	13.33	301.56436	 44.45718	-53.5	0.230	mc06561	164	128	1357852672	657	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,4,7,9
K8462852	2420409.572092	1914.756362	11.97	 0.27	13.17	301.56453	 44.45755	  8.8	0.236	md06561	164	128	1357852672	645	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2420411.554557	1914.761793	12.27	 0.23	13.72	301.56482	 44.45707	-88.7	0.070	mc06587	164	128	1357854720	533	0.000010	7	11,12,13,16,17,18,19,21,22,23,28,30	0,2,4,9
K8462852	2420411.554557	1914.761793	11.97	 0.32	13.23	301.56406	 44.45682	 45.7	0.170	md06587	164	128	1357852672	641	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420415.537602	1914.772706	12.02	 0.35	12.57	301.56441	 44.45731	-14.6	0.415	ac15593	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2420418.483243	1914.780776	12.02	 0.15	15.48	301.56467	 44.45721	 33.9	0.028	mc06635	164	33554560	1357788160	705	0.000010	7,25	10,12,13,17,18,19,21,22,23,28,30	0,6,7,9
K8462852	2420418.491783	1914.780799	11.91	 0.33	15.78	301.56460	 44.45708	-43.4	0.091	mc06636	164	128	1357853696	705	0.000010	7	10,12,13,16,17,18,19,21,22,23,28,30	0,6,7,9
K8462852	2420454.483073	1914.879406	12.08	 0.30	12.09	301.56072	 44.45266	 33.6	0.718	ac15736	164	75505664	1357787139	4480	0.000700	13,23,26	0,1,12,13,17,18,19,21,22,23,28,30	7,8,12
K8462852	2420567.902931	1915.190145	12.10	 0.29	12.34	301.56500	 44.45710	  4.4	0.420	ac16234	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420577.877949	1915.217474	12.03	 2.37	12.04	301.56833	 44.45889	 23.7	0.159	ac16306	164	12288	1357787138	384	0.000700	12,13	1,12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420583.872363	1915.233897	12.40	 0.20	14.89	301.56483	 44.45719	-19.6	0.014	mc08314	164	128	1357852672	661	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,2,4,7,9
K8462852	2420583.872363	1915.233897	11.86	 0.36	14.93	301.56471	 44.45730	 -9.7	0.260	md08314	164	128	1357852672	641	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420601.818783	1915.283065	12.18	 2.04	12.20	301.56746	 44.45309	-56.7	0.368	ac16400	164	8400896	1357787139	384	0.000700	12,13,23	0,1,12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420604.806212	1915.291250	11.94	 0.40	15.51	301.56469	 44.45712	-45.0	0.455	mc08430	164	128	1357852672	659	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,1,4,7,9
K8462852	2420604.806212	1915.291250	11.98	 0.35	13.53	301.56489	 44.45747	-51.8	0.367	md08430	164	128	1357852672	641	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420604.841361	1915.291346	11.87	 0.39	14.14	301.56452	 44.45727	-22.1	0.216	mc08431	164	128	1357852672	659	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,1,4,7,9
K8462852	2420627.807100	1915.354266	11.91	 0.22	13.01	301.56297	 44.45761	 86.1	0.508	ac16440	164	33554432	1357787136	384	0.000700	25	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420650.688659	1915.416955	11.87	 0.34	15.85	301.56480	 44.45709	-20.1	0.133	mc08655	164	128	1357853696	707	0.000010	7	10,12,13,16,17,18,19,21,22,23,28,30	0,1,6,7,9
K8462852	2420650.688659	1915.416955	12.13	 0.37	13.33	301.56470	 44.45723	-45.4	0.237	md08655	164	128	1357852672	641	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420652.665911	1915.422372	12.00	 0.34	16.69	301.56480	 44.45720	-23.4	0.128	mc08656	164	128	1357853696	707	0.000010	7	10,12,13,16,17,18,19,21,22,23,28,30	0,1,6,7,9
K8462852	2420652.665911	1915.422372	12.07	 0.31	13.92	301.56499	 44.45708	-79.8	0.178	md08656	164	128	1357852672	641	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420652.704464	1915.422478	12.02	 0.14	13.33	301.56478	 44.45697	-10.4	0.086	mc08657	164	128	1357852672	659	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,1,4,7,9
K8462852	2420685.777792	1915.513090	11.94	 0.31	15.09	301.56464	 44.45722	-78.7	0.022	mc08759	164	128	1357852672	643	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,1,7,9
K8462852	2420685.811035	1915.513181	11.67	 0.41	12.59	301.56453	 44.45674	-76.4	0.322	ac16567	164	0	1357854720	256	0.000700		11,12,13,16,17,18,19,21,22,23,28,30	8
K8462852	2420688.759985	1915.521260	11.84	 0.41	15.07	301.56476	 44.45710	  8.8	0.034	mc08779	164	128	1357852672	643	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,1,7,9
K8462852	2420688.768297	1915.521283	11.89	 0.42	14.92	301.56468	 44.45712	 78.2	0.166	mc08780	164	128	1357854720	531	0.000010	7	11,12,13,16,17,18,19,21,22,23,28,30	0,1,4,9
K8462852	2420691.735940	1915.529414	11.91	 0.33	15.06	301.56489	 44.45717	 60.1	0.049	mc08811	164	128	1357855744	595	0.000010	7	10,11,12,13,16,17,18,19,21,22,23,28,30	0,1,4,6,9
K8462852	2420694.719970	1915.537589	11.88	 0.36	14.78	301.56465	 44.45708	 70.2	0.263	mc08835	164	128	1357855744	595	0.000010	7	10,11,12,13,16,17,18,19,21,22,23,28,30	0,1,4,6,9
K8462852	2420694.728049	1915.537611	11.97	 0.25	14.52	301.56479	 44.45718	 45.0	0.065	mc08836	164	128	1357854722	531	0.000010	7	1,11,12,13,16,17,18,19,21,22,23,28,30	0,1,4,9
K8462852	2420759.610476	1915.715371	12.08	 0.37	12.73	301.56409	 44.45745	-79.9	0.104	ac16749	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2420777.607860	1915.764679	11.64	 0.42	11.64	301.56633	 44.45740	 60.6	0.274	ac16813	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420787.612718	1915.792090	12.00	 0.36	12.76	301.56290	 44.45743	-26.1	0.337	ac16848	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2420793.547608	1915.808350	12.67	 2.72	12.83	301.56468	 44.45723	-60.6	0.248	mc09403	164	12416	1357787136	661	0.000010	7,12,13	12,13,17,18,19,21,22,23,28,30	0,2,4,7,9
K8462852	2420793.547608	1915.808350	11.99	 0.33	13.23	301.56479	 44.45735	  7.9	0.475	md09403	164	128	1357852672	641	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420796.546789	1915.816567	12.02	 0.26	12.62	301.56411	 44.45700	 76.4	0.238	mc09430	164	128	1357852672	661	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,2,4,7,9
K8462852	2420796.546789	1915.816567	12.27	 0.35	12.73	301.56499	 44.45729	 20.7	0.162	md09430	164	8320	1357787136	641	0.000010	7,13	12,13,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420808.519831	1915.849369	11.98	 0.34	13.20	301.56540	 44.45655	-20.3	0.304	ac16937	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2420824.513834	1915.893189	11.91	 0.22	12.36	301.56502	 44.45883	 15.9	0.417	ac17020	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420828.447327	1915.903965	12.20	 0.26	12.92	301.56416	 44.45705	 38.9	0.542	ac17032	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2420828.461869	1915.904005	11.91	 0.38	16.85	301.56474	 44.45730	 66.8	0.035	mc09800	164	128	1357853696	723	0.000700	7	10,12,13,16,17,18,19,21,22,23,28,30	0,1,4,6,7,9
K8462852	2420828.461869	1915.904005	12.17	 0.28	14.01	301.56478	 44.45701	-52.1	0.179	md09800	164	128	1357852672	641	0.000700	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420833.486772	1915.917772	12.32	 0.34	12.65	301.56498	 44.45510	 26.4	0.311	ac17058	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420843.535557	1915.945303	12.05	 0.32	12.96	301.56386	 44.45714	-11.8	0.471	ac17098	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2420847.495732	1915.956153	12.01	 0.64	12.12	301.56650	 44.45918	 19.6	0.160	ac17115	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420984.821610	1916.331480	11.89	 0.38	16.77	301.56470	 44.45719	 13.2	0.022	mc10727	164	128	1357855744	595	0.007500	7	10,11,12,13,16,17,18,19,21,22,23,28,30	0,1,4,6,9
K8462852	2420984.821610	1916.331480	11.98	 0.33	14.26	301.56445	 44.45704	-52.9	0.151	md10727	164	128	1357852672	641	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2420995.820470	1916.361531	12.12	 0.35	12.53	301.56396	 44.45737	 80.9	0.236	ac17587	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2420997.799286	1916.366938	12.29	 0.31	14.09	301.56484	 44.45703	-29.2	0.166	mc10750	164	128	1357852672	645	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2420997.799286	1916.366938	12.17	 0.35	14.26	301.56492	 44.45692	 80.4	0.180	md10750	164	128	1357852672	641	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2421041.501864	1916.486344	11.83	 0.33	16.12	301.56468	 44.45720	-20.0	0.097	mc10865	164	640	1894726656	577	1.000000	7,9	10,11,12,13,16,17,18,19,21,22,23,28,29,30	0,6,9
K8462852	2421046.776089	1916.500754	11.90	 0.29	12.34	301.56637	 44.45795	  3.6	0.165	ac17705	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2421073.502619	1916.573778	11.91	 0.34	15.61	301.56455	 44.45724	 16.1	0.061	mc10949	164	640	1894723584	643	1.000000	7,9	12,13,16,17,18,19,21,22,23,28,29,30	0,1,7,9
K8462852	2421087.587612	1916.612261	12.48	 0.18	14.61	301.56479	 44.45711	 51.5	0.105	mc10995	164	128	1357852672	645	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2421087.587612	1916.612261	12.13	 0.28	13.47	301.56459	 44.45707	 48.9	0.240	md10995	164	128	1357852672	641	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2421091.650449	1916.623362	12.48	 2.75	12.68	301.56451	 44.45719	-75.0	0.347	mc11036	164	12416	1357787138	645	0.007500	7,12,13	1,12,13,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2421091.650449	1916.623362	11.91	 0.30	12.77	301.56455	 44.45692	-54.1	0.288	md11036	164	128	1357852672	641	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2421095.557103	1916.634036	11.93	 0.20	12.60	301.56513	 44.45705	-40.8	0.226	md11047	164	128	1357852672	641	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2421095.599695	1916.634152	11.96	 0.47	16.95	301.56472	 44.45713	 18.9	0.013	mc11048	164	128	1357853696	723	0.007500	7	10,12,13,16,17,18,19,21,22,23,28,30	0,1,4,6,7,9
K8462852	2421095.599695	1916.634152	12.02	 0.22	14.29	301.56443	 44.45703	-25.8	0.088	md11048	164	128	1357854720	513	0.007500	7	11,12,13,16,17,18,19,21,22,23,28,30	0,9
K8462852	2421109.626087	1916.672476	12.20	 0.36	12.78	301.56466	 44.45701	-41.8	0.107	ac17844	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2421116.616136	1916.691574	12.04	 0.32	12.75	301.56517	 44.45697	 76.8	0.317	md11151	164	128	1357852672	645	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2421120.617659	1916.702507	11.86	 0.38	12.37	301.56458	 44.45743	 67.0	0.443	md11177	164	128	1357852672	645	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2421126.569676	1916.718770	11.81	 0.33	16.52	301.56473	 44.45712	-69.5	0.091	mc11203	164	128	1357852672	659	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,1,4,7,9
K8462852	2421126.569676	1916.718770	11.96	 0.17	14.67	301.56480	 44.45730	-15.4	0.073	md11203	164	128	1357854720	513	0.007500	7	11,12,13,16,17,18,19,21,22,23,28,30	0,9
K8462852	2421148.517532	1916.778736	12.16	 0.23	13.09	301.56508	 44.45702	 86.9	0.240	mc11290	164	128	1357852672	645	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2421148.517532	1916.778736	12.39	 0.24	13.08	301.56464	 44.45727	 47.3	0.428	md11290	164	128	1357852672	641	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2421148.572818	1916.778887	12.09	 0.27	12.50	301.56456	 44.45706	 57.6	0.404	md11296	164	8320	1357787136	641	0.000010	7,13	12,13,17,18,19,21,22,23,28,30	0,7,9
K8462852	2421153.588456	1916.792591	11.98	 0.38	12.22	301.56427	 44.45714	 21.3	0.729	ac18021	164	8192	1357787136	4480	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8,12
K8462852	2421154.623772	1916.795420	12.14	 0.45	12.35	301.56666	 44.45807	 17.2	0.219	ac18025	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2421170.516539	1916.838843	12.46	 0.28	13.04	301.56489	 44.45714	-51.8	0.489	mc11502	164	128	1357852672	645	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2421170.516539	1916.838843	12.05	 0.18	13.10	301.56455	 44.45704	-21.4	0.157	md11502	164	128	1357852672	641	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,7,9
K8462852	2421170.527243	1916.838872	12.36	 0.52	12.65	301.56501	 44.45720	 63.4	0.364	md11503	164	8320	1357787136	641	0.000010	7,13	12,13,17,18,19,21,22,23,28,30	0,7,9
K8462852	2421174.452974	1916.849598	12.35	 0.16	13.58	301.56481	 44.45740	 85.9	0.496	mf00301	164	128	1357852672	645	0.000700	7	12,13,16,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2421179.461251	1916.863282	12.42	 0.23	12.83	301.56472	 44.45707	 73.5	0.414	mc11625	164	8320	1357787138	645	0.000010	7,13	1,12,13,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2421182.454305	1916.871460	12.14	 0.32	13.14	301.56688	 44.45787	 21.3	0.307	ac18167	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2421214.493285	1916.958998	12.32	 0.38	12.82	301.56359	 44.45937	 15.9	0.683	ac18308	164	8192	1357787136	4480	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8,12
K8462852	2421233.460833	1917.010852	12.42	 0.47	12.84	301.55886	 44.45444	  1.1	0.132	ac19642	164	41951232	1357787139	384	0.000700	13,23,25	0,1,12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2421318.839859	1917.244767	12.05	 0.39	12.89	301.56545	 44.45810	 21.9	0.440	ac18743	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2421323.817379	1917.258404	12.39	 0.24	15.05	301.56471	 44.45716	-44.6	0.138	mc12777	164	128	1357852672	647	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,1,2,7,9
K8462852	2421360.821810	1917.359786	11.90	 0.53	11.97	301.56722	 44.45667	 29.6	0.331	ac18830	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2421461.668607	1917.636078	11.98	 0.31	13.31	301.56475	 44.45756	  8.5	0.441	mf00872	164	128	1357852672	643	0.000700	7	12,13,16,17,18,19,21,22,23,28,30	0,1,7,9
K8462852	2421494.683088	1917.726529	12.35	 0.18	15.27	301.56479	 44.45712	 41.6	0.044	mc13588	164	128	1357852672	645	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2421540.514582	1917.852095	12.17	 0.28	12.80	301.56443	 44.45579	 42.1	0.628	ac19411	164	0	1357852672	4480	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8,12
K8462852	2421543.539838	1917.860383	12.21	 0.41	12.81	301.56551	 44.45768	 30.7	0.611	ac19432	164	0	1357852672	4480	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8,12
K8462852	2421545.552058	1917.865896	12.36	 0.13	15.87	301.56476	 44.45709	 84.2	0.024	mc14262	164	128	1357855744	581	0.000010	7	10,11,12,13,16,17,18,19,21,22,23,28,30	0,2,6,9
K8462852	2421570.533098	1917.934337	12.15	 0.29	12.81	301.56496	 44.45805	 37.0	0.683	ac19555	164	0	1357852672	4480	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8,12
K8462852	2421574.523739	1917.945271	11.93	 0.34	12.24	301.56616	 44.45442	 33.4	0.549	ac19583	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2421578.450326	1917.956028	11.97	 0.32	12.59	301.56571	 44.45788	 21.2	0.334	ac19601	164	0	1357852674	384	0.000700		1,12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2421594.478431	1917.999941	12.32	 0.28	13.03	301.56362	 44.45732	 54.2	0.529	ac19630	164	0	1357852674	384	0.000700		1,12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2421690.852120	1918.263978	12.18	 0.25	12.87	301.56487	 44.45725	 29.5	0.076	ac20039	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2421698.860368	1918.285919	11.84	 0.35	12.11	301.56583	 44.45857	  0.1	0.660	ac20047	164	8192	1357787136	4480	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8,12
K8462852	2421765.766544	1918.469223	12.29	 0.51	12.56	301.56669	 44.45722	 85.1	0.428	ac20224	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2421823.653924	1918.627819	12.01	 0.90	12.18	301.56205	 44.45934	-83.2	0.582	ac20375	164	8396800	1357787136	384	0.000700	13,23	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2421825.654690	1918.633301	11.86	 1.24	11.96	301.56401	 44.45726	-56.8	0.339	ac20389	164	12288	1357787136	384	0.000700	12,13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2421846.683669	1918.690914	11.95	 0.37	12.11	301.56368	 44.46167	-21.6	0.478	ac20470	164	8396800	1357787136	384	0.000700	13,23	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2421851.603080	1918.704392	11.94	 0.37	12.56	301.56457	 44.45681	 39.6	0.476	ac20496	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2421852.624219	1918.707190	12.02	 0.24	12.45	301.56495	 44.45634	 16.8	0.356	ac20505	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2421908.459140	1918.860162	11.84	 0.34	12.63	301.56271	 44.45805	 88.2	0.368	ac20667	164	0	1357854720	256	0.000700		11,12,13,16,17,18,19,21,22,23,28,30	8
K8462852	2421928.505754	1918.915084	12.05	 3.31	12.30	301.56508	 44.45780	 22.5	0.412	ac20765	164	12288	1357787136	384	0.000700	12,13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2422016.894546	1919.157245	12.18	 0.30	12.48	301.56396	 44.45707	 83.0	0.083	ac21206	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2422042.890946	1919.228468	12.42	 0.36	12.47	301.56558	 44.45644	 26.4	0.563	ac21299	164	33562624	1357787136	384	0.000700	13,25	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2422070.826269	1919.305003	11.97	 0.33	13.45	301.56385	 44.45666	 74.3	0.121	ac21365	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2422072.823664	1919.310476	12.06	 0.29	12.73	301.56208	 44.45421	 37.0	0.429	ac21381	164	128	1357852672	385	0.000700	7	12,13,16,17,18,19,21,22,23,28,30	0,7,8
K8462852	2422098.816175	1919.381688	12.25	 0.31	12.96	301.56603	 44.45704	 54.7	0.303	ac21459	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2422197.623038	1919.652392	12.05	 2.90	12.22	301.56461	 44.45569	-13.5	0.136	ac21747	164	12288	1357787136	384	0.000700	12,13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2422271.486492	1919.854758	11.83	 0.23	12.15	301.56708	 44.45734	 72.7	0.375	ac21973	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2422283.447628	1919.887528	11.89	 0.31	12.43	301.56452	 44.45866	-47.2	0.181	ac22007	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2422621.577969	1920.811688	11.75	 0.48	12.37	301.56172	 44.45762	-18.6	0.259	ac23014	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2422661.467962	1920.920677	12.09	 0.25	12.28	301.56965	 44.45637	-86.6	0.196	ac23091	164	8192	1357789184	256	0.000700	13	11,12,13,17,18,19,21,22,23,28,30	8
K8462852	2422853.812862	1921.447432	12.03	 0.25	14.18	301.56462	 44.45712	-71.8	0.161	mc17560	164	128	1357854720	515	0.000010	7	11,12,13,16,17,18,19,21,22,23,28,30	0,1,9
K8462852	2422855.728988	1921.452682	12.11	 0.39	12.31	301.56362	 44.45529	 15.1	0.373	ac23796	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2422956.650243	1921.729179	12.02	 0.27	15.85	301.56478	 44.45712	 12.4	0.023	mc17926	164	128	1357852672	657	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,4,7,9
K8462852	2422956.653359	1921.729187	12.03	 0.40	14.71	301.56475	 44.45709	-72.4	0.115	mc17926_s1	164	128	1357852672	657	0.007500	7	12,13,16,17,18,19,21,22,23,28,30	0,4,7,9
K8462852	2422956.698142	1921.729310	12.57	 0.13	13.55	301.56467	 44.45694	 -9.1	0.075	mc17927	164	128	1357852672	645	0.000010	7	12,13,16,17,18,19,21,22,23,28,30	0,2,7,9
K8462852	2423204.829109	1922.409121	12.25	 2.26	12.33	301.56616	 44.45594	  0.6	0.424	i41346	164	276887552	1089091587	512	0.000700	11,12,13,14,15,23,28	0,1,11,12,13,17,19,21,22,23,30	9
K8462852	2423218.823675	1922.447462	12.16	 0.35	14.12	301.56492	 44.45721	-71.2	0.276	i41362	164	0	1357852672	640	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,9
K8462852	2423245.746354	1922.521223	12.20	 0.30	13.01	301.56481	 44.45740	 40.6	0.178	mc18854	164	128	1357852672	644	0.000700	7	12,13,16,17,18,19,21,22,23,28,30	2,7,9
K8462852	2423326.545350	1922.742590	11.89	 2.18	12.20	301.56318	 44.45627	  6.2	0.094	ac24895	164	14464	1357787136	389	0.000700	7,11,12,13	12,13,17,18,19,21,22,23,28,30	0,2,7,8
K8462852	2423358.485108	1922.830096	11.98	 0.25	12.38	301.56596	 44.45878	  2.5	0.109	ac24948	164	8320	1357787136	388	0.000700	7,13	12,13,17,18,19,21,22,23,28,30	2,7,8
K8462852	2423358.535315	1922.830234	12.04	 0.36	12.37	301.56637	 44.45618	 16.6	0.126	ac24949	164	8320	1357787136	388	0.000700	7,13	12,13,17,18,19,21,22,23,28,30	2,7,8
K8462852	2423506.863730	1923.236613	12.06	 0.28	12.81	301.56580	 44.45853	 -3.1	0.178	ax00081	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2423553.798623	1923.365202	11.92	 0.33	11.97	301.56552	 44.45690	-22.4	0.378	ac25251	164	8192	1357787136	384	0.000700	13	12,13,17,18,19,21,22,23,28,30	7,8
K8462852	2423553.799315	1923.365204	12.13	 0.32	12.87	301.56457	 44.45779	-48.6	0.083	ax00107	164	0	1357852672	384	0.000700		12,13,16,17,18,19,21,22,23,28,30	7,8
K8462852	2423563.786316	1923.392565	12.13	 0.91	12.28	301.56319	 44.45688	 59.7	0.457	ac25264	164	33564800	1357787136	385	0.000700	7,11,13,25	12,13,17,18,19,21,22,23,28,30	0,7,8
